用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
爬行天下,保密,视频里给解释了，可以再看一遍。寻找遗弃的人成本很高，而且就算罚完了款，被遗弃的猫还是一样要走程序，该收容该领养还是安乐死一个都跑不了，没变化,佯徉蛘洋烊样詳,2级评论,6,1,2021-09-10 21:09:31
群众_路人甲,男,这么一看猫真的是太被溺爱了，一般来说流浪狗要是泛滥或者搞事情，直接被打死也基本上不会多被谴责什么，猫的话就有人要应激了,,1级评论,6,2,2021-09-10 13:22:40
群众_路人甲,男,回复 @ajwfepi :老复制粘贴人了，不累吗,群众_路人甲,2级评论,6,1,2021-09-11 11:37:55
账号已注销,保密,"回复 @群众_路人甲 :另外，我国的人类入侵了多种野生猫的领地，周边围了一圈的野生猫。

都比家猫吃鸟和小动物更厉害，还有更大个头的野生猫。

你说这，不就是在胡说的么？所有的国外的论文都有限定词排除了原本就有小型猫的地方。",群众_路人甲,2级评论,0,1,2021-09-11 09:59:45
格里喵斯,保密,还记得太平洋上面那个因为美军带来的几只老鼠被灭岛的鸟类吗,,1级评论,6,2,2021-09-09 12:52:21
竖横折勾,保密,我觉得那种一心想喂流浪猫的可以像up一样家里先养个七八个.,,1级评论,6,2,2021-09-08 10:55:59
账号已注销,保密,"视屏的才是毁生态的害楼主也害周边的所有人的说词，亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭。

这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。",竖横折勾,2级评论,0,1,2021-09-09 07:29:37
古志月成,男,我早就是这种想法了，流浪猫狗集中处理是最好的办法，只是执法部门在进行处理的时候容易错杀有主的宠物，所有猫狗在外一定要栓绳带牌子,,1级评论,6,2,2021-09-07 08:48:05
落梅归梦,保密,还不错，很中肯和客观。我个人是很支持扑杀流浪猫的，这玩意对环境危害实在大，就连小区垃圾桶也被翻，烦死了，一地的垃圾,,1级评论,6,2,2021-09-06 22:56:29
绷不住-了呀,保密,实名认证，没证的全死。然后养猫收高税，钱用来抓流浪管理安乐[doge],,1级评论,5,2,2021-09-06 00:51:40
陈酒明,保密,农村的猫很好的，我家里养的猫都没活过两年，抓的最多的就老鼠，生的小猫也很少能活下来，农村里人养的猫还没有城市的流浪猫吃的好,,1级评论,5,2,2021-09-05 21:55:46
穹顶jx,保密,nc猫粉和女拳有一定交集，他们会觉得你不喜欢猫对猫不好就是有暴力倾向，是潜在的施暴者,,1级评论,6,2,2021-09-05 13:22:00
账号已注销,保密,"这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。

我国的家猫甚至没能耐去阻止麻雀的泛滥，家猫不能在中原的野外去生存，也就有了中原最差的繁殖的能力，其他的所有的物种都同时在野外和人类处繁殖，自就麻雀的繁殖的能力远强于猫同样鼠也是。",穹顶jx,2级评论,0,1,2021-09-06 11:57:12
KooooZ,男,这个视频不管什么时候按下时间排序都能看见小丑[脱单doge],,1级评论,5,2,2021-09-05 11:49:31
四川打野,保密,我家三楼空调管道里的麻雀窝也被流浪猫掏了,,1级评论,6,2,2021-09-04 22:08:04
SICKLIKETHAT,保密,那啥 和猫住呢[偷笑],,1级评论,5,2,2021-09-04 18:36:57
乌有生猫,男,和猫住不都是送家领养绝育么,SICKLIKETHAT,2级评论,6,2,2021-09-04 21:52:59
账号已注销,保密,"回复 @不出鸭鸭不改名 :这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。

我国的家猫甚至没能耐去阻止麻雀的泛滥，家猫不能在中原的野外去生存，也就有了中原最差的繁殖的能力，其他的所有的物种都同时在野外和人类处繁殖，自就麻雀的繁殖的能力远强于猫同样鼠也是。",SICKLIKETHAT,2级评论,0,1,2021-09-05 04:04:49
现在不是现在,保密,我妹就弄了只流浪小猫回家养 说实话我挺讨厌猫的 但我也管不了她,,1级评论,6,2,2021-09-04 12:00:02
幸运的灾厄,保密,关于管控流浪猫的视频，你在下面讲讨厌家养猫[跪了],现在不是现在,2级评论,5,4,2021-09-04 14:23:14
F1ow丶,男,看住她不愿养了别乱丢就行[笑哭],现在不是现在,2级评论,6,1,2021-09-04 22:11:52
繁星的野望,男,建议流浪猫流浪狗全部收容，一星期没人认领就处理掉,,1级评论,6,2,2021-09-03 21:59:13
增高鞋垫的忧伤,保密,很多城市都有救助机构，机构合作的医院都可以低价绝育，公猫一两百，母猫三百，大家有喜欢的，性格好可以带回去养，自己没条件就联系救助站。我有一个朋友并不特别喜欢猫，一天下大暴雨，听到垃圾桶里有猫叫，发现了一只濒死的小奶猫，就送到医院去。当时还是在校学生，没什么钱，都是实习兼职的工资，但还是花了八千把小猫救活了。之后就自己养着了。这才是真的爱猫。嘴上不说，不会慷他人之慨，自己身体力行把事情做了。现在爱猫人士、爱狗人士都变成贬义词了。原因还是素质问题。我某个朋友高中时期，家里养了只贵宾。但是咬陌生人，发生过三次咬人事件。主人，女的觉得都是别人惹狗，狗才咬人的，不觉得自己没有教好。男的就是打，用皮带打。后来男主人趁着家里人不在偷偷开车把狗丢在荒郊野外了。他们家其他人知道以后，好几个星期没给男主人好脸色看。说实话很多人养宠物，很冲动，很天真，以为宠物就是乖巧听话的。说实话，我也养猫，明明是以乖巧著名的布偶，结果摸还要看猫心情。之前咬过我，就教训它。现在已经懂得家庭地位了。我的观点是，养宠物不是养主子，要训练宠物，也要做好准备不管生老病死陪伴其一生。劝说大家不要随便养宠物，也不要随便投喂。有时间多看看书。,,1级评论,6,2,2021-09-03 21:46:17
明月狂,男,"《争鸣：流浪猫每年捕杀百亿野生动物研究的结论靠谱吗？》
发表于《知识分子》，果壳等均有转载",,1级评论,6,2,2021-09-03 20:55:48
空乐幻园,保密,评论区看的我脊背发凉  什么大铁棒子什么石头砸，太恐怖了,,1级评论,6,2,2021-09-03 18:14:04
不做人的萌新,保密,回复 @爬行天下 :emmm，那我问楼主一句，我没资金，但流浪猫很多，养也养不起，附近也没有要领养的或者收养流浪猫自助站，武器也就刀和铁棍子啥的，我这样杀它们，我是虐杀嘛？,空乐幻园,2级评论,6,3,2021-09-03 20:34:59
爬行天下,保密,虐杀要严惩……醉了，啥人都有,空乐幻园,2级评论,6,2,2021-09-03 18:25:57
汤姆干杰克,男,流浪猫？流量猫吧,,1级评论,6,2,2021-09-03 12:37:02
钢铁的沃茨基先生,保密,处理流浪猫，安乐死不就是一种主要途径，但是这种途径和我们没关系，我们一般人是做不到让流浪猫安乐死的。这种事情没必要搬上台面来讲，搬上台面来讲多少就有点恶心，主要是流浪猫泛滥这件事人类多少也很有问题。这样一讲显得人就没什么本事。,,1级评论,6,2,2021-09-03 09:04:43
冰冻黑皮聆,女,但是处理完人还要处理猫啊[捂脸],钢铁的沃茨基先生,2级评论,6,1,2021-09-03 11:31:08
食雪汉as,男,安乐死麻烦又没效率。建议直接捕杀，棍子枪弩都用上，反正打中要害都是一下的事，痛不过几秒,,1级评论,5,2,2021-09-03 05:23:11
Mr-Oogie-Boogie,保密,"喵喵喵喵，喵喵，喵喵喵喵喵喵喵，喵喵喵喵。喵喵喵喵喵，喵喵喵？喵喵喵！
喵喵喵，喵喵喵喵喵，喵喵喵——喵喵！
喵喵。",,1级评论,6,2,2021-09-02 21:59:01
莱茵金属恐暴龙,男,流浪猫的危害，参考澳大利亚[doge],,1级评论,6,2,2021-09-02 18:14:03
劳尔哈憨皮,保密,澳大利亚的生态本就破败不堪，跟杀猫没有关系，那些所谓鼠疫的视频几年前就有了，就是营销号拼接出来带节奏的，不要被误导了,莱茵金属恐暴龙,2级评论,5,3,2021-09-02 18:58:00
爪巴宠虫Reptile,保密,回复 @劳尔哈憨皮 :没错，现在那些圣母还在用这个例子呢。,莱茵金属恐暴龙,2级评论,5,2,2021-09-02 21:05:07
五秒超越莱茵河这件事,保密,弃养我感觉才是大问题,,1级评论,6,2,2021-09-02 17:59:36
五秒超越莱茵河这件事,保密,回复 @凤凰星月 :稳定数量也就是尽量不痛苦的集中在一起然后弄死，安乐死也没人掏钱,五秒超越莱茵河这件事,2级评论,6,1,2021-09-03 01:52:52
五秒超越莱茵河这件事,保密,回复 @凤凰星月 :现在流浪猫种群数量一个小区就有七八个，我们小区至少十个以上,五秒超越莱茵河这件事,2级评论,6,1,2021-09-03 01:53:28
BX宅腐,女,上个被放在流浪猫地位的是是食用狗，没错吧,,1级评论,6,2,2021-09-02 13:10:15
账号已注销,保密,"上个吃猫的小国，被老鼠毁掉了威胁人类的基本的生存的粮食后，又颁布了法律去保护猫。

祖先都严格的保护猫，这是伤了民后才转回。",BX宅腐,2级评论,0,1,2021-09-05 02:34:50
请对逸仙说谢谢,男,养过猫的咋可能不知道猫子的破坏力 拆家堪比哈士奇,,1级评论,6,2,2021-09-02 13:04:08
账号已注销,保密,"回复 @穿着恐龙皮的蜥蜴  :不是，是你看的野鸡的说词后又被不知缘由的人看了误解了，都是对人家的论文没读懂，因为常识类不会总解释，那是论文不是百科和字典。

但维基看的懂解释了，就是指澳大利亚和新西兰和类似的岛国上，否则维基的解释是哪来的？所有的国外的论文，用了入侵这个词就是，若是在说若是对当地是入侵的话，这里你看的野鸡的说词因为缺乏了知识所以看不懂。

所谓的入侵实际上就是，当地的物种不适应这个外来的动物，或缺乏了应对的知识，或还未进化出应对的体质，这在亚欧大陆上的动物，对小型猫却是知其甚多的，体质更是进化的，能应对我国的吃鸟的本事更强，食谱和狩猎的动作都跟家猫相同，但更厉害的这些小型猫，所以不存在不适应也不存在入侵就排除了，原本就有小型猫的地方。",请对逸仙说谢谢,2级评论,0,1,2021-09-16 21:03:14
请对逸仙说谢谢,男,回复 @ajwfepi :[无语]我没拉黑他 我都看不见他说了啥 可能老早就因为别的拉黑了。[脱单doge]说猫子是开玩笑的 我只是炫耀一下自家的崽。,请对逸仙说谢谢,2级评论,6,1,2021-09-05 13:09:03
太阳花带你们杀,女,流浪猫，流量猫,,1级评论,6,2,2021-09-02 12:41:32
账号已注销,保密,现有的流浪猫只要没人领养一律捕杀掉，剩下的猫全部做登记，只要没登记的一律按流浪猫处理，要是有登记的猫变流浪猫直接找到登记人给予相应的处罚，这是我能想到的最好处理流浪猫的办法了[害羞],,1级评论,0,2,2021-09-02 12:15:41
沉默的潜水块,保密,回复 @心地善良小剥皮 :而且我已经说明白了，那个冰箱到底哪不好？你硬要我举一个怎么样才算好的冰箱出来？不是找茬吗？我去电器城看冰箱，是过去砸场子的还是去干嘛的？自己冰箱菜还不让人说了？更何况你还不是卖冰箱的，你是捣乱的。[微笑],账号已注销,2级评论,6,1,2021-09-02 15:04:02
心地善良小剥皮,男,回复 @沉默的潜水块 :人家冰箱制冷你说费电占地方，让你说说哪个冰箱好，你又说不出来[藏狐],账号已注销,2级评论,6,1,2021-09-02 14:52:44
喵布叽,保密,cv12986231 原本只是想发个评论,,1级评论,6,2,2021-09-02 11:46:14
永不消逝9500,保密,不如直接禁止销售任何人工饲养的猫，想养猫直接去外边领，这样多好直接从根源上化解问题又能解决外面流浪猫的问题，关键是少花钱少费事，那些卖宠物的也提供不了几个GDP和岗位，不如把这些人分流到救助站[妙啊],,1级评论,6,2,2021-09-02 09:48:25
永不消逝9500,保密,"回复 @小抽怡情 :转行呀，又不是强制下岗，这些从业人员都有长期培养猫的经验，应当分流到救助站呀[妙啊]救助站就可以以售卖领养猫盈利
[妙啊]",永不消逝9500,2级评论,6,1,2021-09-02 10:24:12
一起药药切克闹,男,断人财路，犹如啥,永不消逝9500,2级评论,5,1,2021-09-02 09:59:04
可特喵是男的,保密,说白了，流浪猫已经成为城市害虫了，应该组织大规模消杀行动了,,1级评论,6,2,2021-09-02 09:39:20
大型禽类养殖场,保密,再说另一个数据：即使知道猫能使人感染狂犬病的几率很小，但是不会有人被流浪猫抓过后会去赌自己得不得狂犬病。我国每年在注射狂犬病疫苗上浪费的钱是个天文数字，把这部分钱用在治理野猫野狗就足够了,,1级评论,6,2,2021-09-02 08:29:22
大型禽类养殖场,保密,回复 @ajwfepi :想多了，从新中国建立以来，治理鼠患没有用过也不可能用猫。更别提大部分被遗弃的猫根本不会捉老鼠,大型禽类养殖场,2级评论,6,2,2021-09-05 18:19:04
账号已注销,保密,"回复 @大型禽类养殖场 :正相反，你祖宗的几千年的记载里，都是靠猫灭鼠的，猫灭鼠之功高到让人类去供奉猫，礼记里记载古之君子礼报之对猫的回馈。

亚欧大陆的原生的文明，中东，古埃及和中原的古人，都统一，给猫赋予了神威，猫从来不是宠物的地位，是记载里自上古时就在城市里，从未离开过城市的生态的守护者。

猫自己上树的本事非常差，流浪猫快饿死树上却各种的鸟叫声才是中原的真实的生态的情况，但猫少了喜鹊变多了的话，你就可以期待你那里的鸟灭干净，鼠和蛇和黄鼠狼也都是给鸟断子又绝孙的，老鼠自也是吃蜥蜴的，能钻更小的缝隙让蜥蜴无处藏，猫反可阻止这些更可怕的猎食者的增多了。",大型禽类养殖场,2级评论,0,1,2021-09-06 08:59:40
ジアゼパム,男,要不引进一点可控制的大型掠食动物,,1级评论,6,2,2021-09-02 02:02:58
全世界最好的萌虎,保密,这可是城市诶，真引进了市长热线天天都要被打爆,ジアゼパム,2级评论,6,4,2021-09-02 02:21:17
陆行鱼儿,保密,然后不吃猫 吃人[吃瓜],ジアゼパム,2级评论,6,2,2021-09-02 02:40:32
unGifted,保密,我以为每个人都是理性的，在看到足够多的证据和案例后都能做出正确的判断，但是这个评论区让我明白了UP所说的困境，确实不是每个人都能理解与沟通。,,1级评论,6,2,2021-09-01 23:27:57
cvcvcvco,男,我倒认为人还是感性的居多,unGifted,2级评论,6,1,2021-09-02 02:00:22
新世纪暴龙战神,保密,猫的命也是命！！cat live matter[吃瓜][吃瓜],,1级评论,6,2,2021-09-01 22:45:00
嘟嘟嘟我是猪,女,可别了，在有些人嘴里猫猫没了人就会饿死[doge],,1级评论,5,2,2021-09-01 21:54:47
修心养性的喵,保密,流浪猫野化了就是野兽,,1级评论,5,2,2021-09-01 17:43:21
流星911,保密,过年救助了5斤,,1级评论,6,2,2025-02-10 17:25:19
瓶子君の狗,女,啊，还能斤的嘛,流星911,2级评论,5,0,2025-03-01 08:01:15
不知盘中餐,保密,猫猫这么可爱，怎么能杀掉,,1级评论,5,2,2024-07-30 15:20:29
我倒茶你就炸,男,"4：23, 致敬传奇狙击手凯特琳",,1级评论,5,2,2024-04-09 16:26:57
m27的帅哥,男,说实话支持up主，当然也不是讨厌本土猫，而是老外考虑到自己本土的猫以后会去异国他乡成为横祸一方的危害，所以体制方面就没有说跟本土猫一样强，去哪都能活，也是一种最天然的限制，最有智慧的一种抉择。反观本土狸花猫真的就是以前从埃及来的非洲野猫而已未有人类社会化训练，尤其是野性和捕猎能力，只能说在中国已经当了很多年的入侵物种了。一定要加以限制，最好人道解决,,1级评论,6,2,2024-02-18 00:26:55
迁尽,男,药物损坏生育功能  停止投喂直到流浪猫自然淘汰,,1级评论,5,2,2024-01-08 01:18:55
迁尽,男,回复 @阿阿阿亥 :流浪猫猫却越来越多,迁尽,2级评论,5,1,2024-01-15 02:26:35
迁尽,男,回复 @阿阿阿亥 :可是火是会蔓延的,迁尽,2级评论,5,1,2024-01-15 02:25:30
奥格瑞玛_聚财,保密,说的很对 但是难做到,,1级评论,6,2,2023-11-28 11:32:26
非尔凯托斯超度官,男,整两年了[打call][OK],,1级评论,5,2,2023-09-01 17:11:15
修羽子,男,说到流浪猫，我家以前养的那几只，不知道去哪儿了….,,1级评论,6,2,2023-05-01 07:23:33
账号已注销,保密,我特别好奇，那些整天说别喂流浪猫，收养流浪猫的人，他们自己会收养吗？还是自己养几千几万的名贵猫，然后丢弃杂种猫，让流浪猫越来越多，慷他人之慨,,1级评论,0,2,2023-04-03 18:08:53
加都一,保密,人家说的是别喂流浪猫，想喂就收养，不想养就别喂，你凭什么要求人家养流浪猫呢？人家没弄死流浪猫就不错了,账号已注销,2级评论,5,6,2023-04-04 11:43:02
刺客貳三四,女,我不养所以我不喂，有问题吗？你喂它就是想让它活，那就收养它。我不喂它就是无所谓它的死活，或者说我更希望有生态的自然调整,账号已注销,2级评论,6,3,2023-04-07 14:45:18
DQ大冲同学,男,不好看，在电影院睡了三个小时（bushi😋,,1级评论,6,2,2023-01-30 19:19:49
爱关羽的曹操,男,我可以接受狗子，但是猫就算了,,1级评论,5,2,2022-12-01 14:13:29
玄元风辰,女,"没有高血压就看看这个
 https://www.bilibili.com/video/BV1L841157ew/?share_source=copy_web&vd_source=ff4e16fb44e22d687b966fd32f4fc8d4",爱关羽的曹操,2级评论,6,1,2022-12-12 16:33:46
byd鳄鱼,男,这点印度的巨蜥就很不错，专吃流浪猫[doge],,1级评论,5,2,2022-10-15 08:49:26
我真的有病但不治,保密,南方貌似有猫肉火锅？,,1级评论,6,2,2022-09-30 09:12:37
尚繁宇,男,。。。。检疫合格才能吃。流浪动物没有上餐桌的资格。,我真的有病但不治,2级评论,6,1,2022-10-18 21:32:14
斩斩斩斩妹苏,男,回复 @我真的有病但不治 :emmmm，一般吧，听朋友说的,我真的有病但不治,2级评论,5,1,2022-10-12 23:42:27
水月昱霖,女,up有点情绪激动了，涵养是真的好，这都能忍,,1级评论,5,2,2022-09-19 17:41:48
蒲公嘤,男,正确的,,1级评论,6,2,2022-08-23 09:44:12
xiewuwang,保密,说白了留浪动物还是人的问题，安乐只是治标不治本，有本事像新加坡那样制定详细的法律，可是这可能吗？,,1级评论,5,2,2022-08-13 18:56:31
PhantomZLE,保密,"可能，但得处理完NGO再说。
现在的舆论环境主要就是NGO带起来的。",xiewuwang,2级评论,6,1,2022-08-22 00:50:52
苏黎zero,男,@猫德学院林老师 [热],,1级评论,6,2,2022-07-29 17:36:59
青峰有蝉,保密,好久没看到猫圣了[doge],,1级评论,6,2,2022-05-22 01:57:44
BLEEA,男,QQ群一堆……我就被冲烂了,青峰有蝉,2级评论,6,1,2022-06-15 03:30:30
一只小猎镰,保密,问个不是太相关的问题，现在城市里是怎么处理老鼠的，用药物毒杀吗，还是把卫生搞好了，老鼠会自然减少,,1级评论,5,2,2022-04-21 23:21:39
卢克_天行者,保密,额，老鼠杀不完的……比较难搞，现在大城市一般来说是定点投药,一只小猎镰,2级评论,6,8,2022-04-22 01:38:43
-微生墨染-,保密,卫生好了吧，我老家农村家里有谷仓所以基本上家家老鼠都多。在城里到是五六年没见老鼠了，见也是打工在餐厅后厨这些有吃的地方见到。家里厨房到是没有老鼠，蟑螂到是挺多的，我在乡下生活十几年都没见过蟑螂。就很奇怪，乡下厨房蚰蜒蛐蛐蛇壁虎蝎子什么的到是时不时能见到，就是见不到蟑螂,一只小猎镰,2级评论,6,8,2022-04-21 23:29:02
なぎささま,男,喜欢猫就买品种猫呗。,,1级评论,5,2,2022-04-08 12:24:16
我到北极去看熊,保密,说句题外话，up声音好好听啊啊啊啊啊啊啊啊啊啊啊啊,,1级评论,6,2,2022-03-12 11:25:21
步无常,保密,最好还是能引进一些天敌或者整一些专对猫的病原体,,1级评论,5,2,2022-03-02 18:32:23
初代目棘斯拉,男,回复 @bili_2980127998 :懒得跟你讲话，水军，找个厂上班吧,步无常,2级评论,6,4,2022-03-03 11:38:46
爬行天下爱丫丫,保密,你这么一说我突然想到也许可以用猫瘟,步无常,2级评论,5,4,2022-03-03 09:10:36
bili_50849528844,保密,建议城区养扬子鳄,,1级评论,5,2,2022-02-16 19:59:02
黄道-Serpens,男,回复 @bili_2980127998 :对对对，流浪猫帮北京驱赶中华眼镜蛇[打call],bili_50849528844,2级评论,6,11,2022-02-17 11:07:24
爬行天下,保密,我过目前湾鳄可以个人无证合法饲养,bili_50849528844,2级评论,6,11,2022-02-16 20:24:15
bili_50849528844,保密,建议城区养扬子鳄,,1级评论,5,2,2022-02-16 19:59:02
黄道-Serpens,男,回复 @bili_2980127998 :对对对，流浪猫帮北京驱赶中华眼镜蛇[打call],bili_50849528844,2级评论,6,11,2022-02-17 11:07:24
爬行天下,保密,我过目前湾鳄可以个人无证合法饲养,bili_50849528844,2级评论,6,11,2022-02-16 20:24:15
Potionrain,保密,现在流浪猫比流浪狗多多了,,1级评论,6,12,2023-09-26 00:58:44
南抄县-,男,UP这是真的假的,,1级评论,5,2,2024-04-15 22:49:35
约伊兹の贤狼h,男,6，流浪猫解决老鼠，谁来解决流浪猫？每次一提流浪猫都拿老鼠说事，流浪猫离开老鼠就活不了了是吧，是人类需要猫来抓老鼠，不是猫需要老鼠，没了老鼠，猫可以抓其他小动物存活，而且一个社会要靠流浪猫来解决老鼠，那这个社会就完了,南抄县-,2级评论,5,22,2024-04-16 15:56:44
Mndi1996,保密,不管论文是不是真的 澳大利亚的野猫也对当地环境造成严重破坏了 图上这个列论文的真是又蠢又坏 眼里只有老鼠,南抄县-,2级评论,5,10,2024-04-18 04:35:00
脏脏源,保密,一脚踢死,,1级评论,5,6,2021-11-16 08:57:41
双风道,保密,"说真的你喂多了猫没野性，也不会去做视频中捕杀稀有动物，你的分析太主观，流浪猫生活在人多的地方
而野生动物生活在大自然偏远人类的地方，就算有猫，那猫能生活在野外那也是自己有本领是野猫（区别家猫），误导，主观
你观察过流浪猫的一天吗，它真的会干视频中的事情吗，这种事的发生概率是多少，国外也有说什么流浪猫对环境的影响，可这是中国，实事求是流浪猫对环境影响太小，
还有你误导人进行虐猫，杀光所有猫反而对城市有害，国外有小镇试过，流浪猫是城市生态的一部分，你不可以否认。
绝育，提倡领养不是投喂才是减少数量的关键",,1级评论,6,6,2021-09-02 11:17:04
琥珀含羞草,保密,回复 @只狐丶嘤逝二度 :你不能因为说一个有害物种多，而否定另外一种相对较少但危害同样巨大的物种的危害性吧？这是一种典型的诡辩论，别拿什么生态一部分当借口，老鼠虽然是本土物种但是威胁到人家生命财产安全就应该得到处置，流浪猫同理,双风道,2级评论,6,8,2021-09-02 11:34:56
账号已注销,保密,还是建议你看完视频再试着发言,双风道,2级评论,0,7,2021-09-02 12:06:36
白羽昭灵,女,up，有人拿你的视频道德绑架别人，拿你的视频做所谓的证据骂别人喂了一下流浪猫就扣帽子说光喂不收养就是虐猫,,1级评论,6,3,2021-12-05 01:29:59
白羽昭灵,女,回复 @米粒老衲 :虐猫是一种心理变态行为，伴随着暴力，你可以好好说，你喂而不养，猫以后会生更多没人养的小猫，大家都可以理解，一些人也会知道原来喂猫也是有坏处的，但是直接上来劈头盖脸就骂“你是虐猫”这不就和你看见一件漂亮洛丽塔买了穿了不知道那是山的结果人家洛警劈头盖脸来骂你人家正版店倒闭都是因为你一样吗？而且我已经不止在一个喂猫视频下面看到有人直接上来就说up是虐猫了，还曲解别人喂猫up，说不带回来是因为只想满足自己的自我感动但是嫌弃猫烦不想负责任，却不考虑有的还是学生孩子平时都是住宿舍的根本养不了，直接把别人推到“虐猫，不负责，自我感动”的恶人境地，还要给反驳他的人上来就扣帽子是“爱猫人士”，完全不管别人说了什么就胡搅蛮缠并且一副清高的样子好像是别人戾气太重对不起他似的也不管是谁上来就喷人扣帽子，还要说别人接受不了他说别人虐猫就是玻璃心，而且他们中不少都是拿这个视频说是证据的，我真觉得学好语文很重要，不然啥词都能随便用了,白羽昭灵,2级评论,6,4,2021-12-05 09:25:29
白羽昭灵,女,回复 @英雄默默支持正义 :还有更可笑的，捡猫带回家也不行，骂你一次捡好几只猫你肯定会弃猫啥的，我们当然支持绝育啊，安乐死啊这样的活动，要是有能力收养我们肯定也会收养啊，你要好好说喂猫的危害，大家也能接受啊，可是也不至于看到别人喂了一下流浪猫就对人家各种辱骂，也不说为什么，反正上来就说一顿骂，反驳就扣帽子加骂你是圣母吧，多大仇多大跟呐,白羽昭灵,2级评论,6,3,2021-12-07 11:38:40
Mr_Curiosity0208,保密,支持灭绝，危害这么大。猫导致世界上成千上万的物种灭绝，严重破坏了地球的生态环境，我们人类这么细心的保护环境，居然被猫破坏成这个样子，真是太可恶了。。UP主好样的，告诉了我们猫是一切罪恶的根源，没猫，哪有虐猫的变态，是猫让人类变成了那个样子。猫不止破坏了我们的环境，还让人变坏。。。[微笑][微笑],,1级评论,4,3,2021-09-12 01:51:58
生锈的罗多克军士,男,人类利益至上，如果对动物的共情大过对人类的共情，那基本可以断定是心理变态了，这种人比虐待动物的人都要危险，指不定哪天就要为了动物虐杀人了。,Mr_Curiosity0208,2级评论,6,2,2021-09-12 20:29:25
老狗骑兔子,女,我不知道该怎么告诉您您应该去补补脑子,Mr_Curiosity0208,2级评论,6,2,2021-09-12 18:33:30
今晚打老虎LC,保密,笑了，现在流浪猫都这么亲人啊？要是真的威胁到了其他物种同意安乐死，但是现在流浪猫为啥可以这么亲近人类呢？没点逼数是吗？深圳这边也有流浪猫，但是很少，主要说让别的动物灭绝？我感觉从17年过来我在深圳基本就没见过什么动物，偶尔见个鸟能高兴半天，所以我感觉UP主的城市应该还算不到一线城市，等真到了深圳这种底部，你会发现只有人才能决定一个物种去留？流浪猫危害？不用安乐死，之前居住的小区一家八口一个之内全死于车祸，当然泛滥的还可以用的，只不过我感觉也不现实，谁有那么多钱去安乐死猫？,,1级评论,6,3,2021-09-02 12:26:46
琥珀含羞草,保密,"深圳市公园管理中心给出回复——

流浪猫对野生鸟类、爬行类等野生动物的生存构成威胁，影响公园自然生态。另外，公园也担心长期被投喂的流浪猫形成条件反射，容易骚扰其他市民游客。因此，公园不赞同市民朋友投喂流浪猫。莲花山公园已在公园主要节点处设置了“禁止投喂动物”的温馨提示，积极劝阻市民投喂流浪猫的行为。",今晚打老虎LC,2级评论,6,12,2021-09-02 12:29:31
心地善良小剥皮,男,没有能力就不要占用公共空间挥洒廉价的善心了。,今晚打老虎LC,2级评论,6,4,2021-09-02 12:52:11
小木80,男,因为人灭绝的动物有多少,,1级评论,5,3,2021-09-02 11:08:36
多里安-DoRe-,男,你大可以到野外去当野人，别享受着城市化工业化又立牌坊[辣眼睛],小木80,2级评论,5,1,2021-09-02 21:31:19
账号已注销,保密,那把人都杀了？,小木80,2级评论,0,1,2021-09-02 20:50:54
呆美男,男,为什么要杀流浪猫?他们都被遗弃了?又不是我遗弃的，你凭什么给我道德绑架?,,1级评论,6,3,2021-09-02 08:02:19
炸鱼薯条不是厨师沙拉,女,让你别投喂流浪猫助纣为虐，告诉你正确做法是绝育或者安乐死就是道德绑架你[点赞][点赞],呆美男,2级评论,6,5,2021-09-02 08:43:35
秋奕も袹止,保密,这个视频没有什么道德绑架，只不过是你认为的罢了[藏狐],呆美男,2级评论,5,3,2021-09-02 10:55:40
伟大的弗利萨大王,男,其实安乐死也太贵了，直接组织打猫队，在一个时间段内通知所有养猫的人把家养的猫关在家里，然后组织人员对街面上无主的流浪猫全部扑杀，长的漂亮的可以留一个星期招领养，丑的和没有领养的直接处理了，也不用安乐死的药直接用大锤敲头保证死快无痛苦，猫皮还可以加工成皮草,,1级评论,6,3,2021-09-02 04:31:06
