用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
窝艾锁,男,还看过不少黄鼠狼饼,,1级评论,5,0,2025-03-29 19:37:45
AK维克托不加枪托,男,"我不好说,虽然我也有怜悯之心，但是只是正常的自然现象",,1级评论,4,0,2025-03-29 19:33:22
一丝草草早,男,没事，猫有九条命,,1级评论,6,0,2025-03-29 18:51:24
无相______,保密,不是一次看到狗会看红绿灯。,,1级评论,3,0,2025-03-29 18:46:52
这个小破站真好玩,保密,其实就是因为猫傻呼呼的,,1级评论,4,0,2025-03-29 18:41:35
奥特之星依旧闪耀,保密,我见过人饼[灵魂出窍],,1级评论,4,0,2025-03-29 18:20:45
三体驻地球组织,保密,前几天早上的路上，看到两个猫一前一后被压成二维化了,,1级评论,6,0,2025-03-29 18:19:49
拿你衣服擦手,保密,猫就是蠢，脑子小，有些又蠢又贱,,1级评论,5,0,2025-03-29 18:16:15
观看好吧,保密,那倒不至于。,,1级评论,2,0,2025-03-29 18:16:01
拌面不加葱,男,猫饼，鼠饼（黄鼠狼），刺猬饼（不同地方看见超过10次）,,1级评论,5,0,2025-03-29 18:13:08
措辞的咏唱者,保密,没有啊，路边的死狗也不少,,1级评论,6,0,2025-03-29 18:08:09
一傻带四笨,保密,狗子都被拿去吃了[笑哭],,1级评论,4,0,2025-03-29 17:59:24
知学于梦,保密,狗太大，轮胎压不全,,1级评论,3,0,2025-03-29 17:55:09
a去码头整点薯条wei,保密,[滑稽]见过很多鼠片,,1级评论,4,0,2025-03-29 17:54:27
白猫かわいい,女,猫饼没见过多少，大多是鸟饼,,1级评论,3,0,2025-03-29 17:51:59
笨胖纸一枚,保密,我只见过小动物的，鸟啊，癞蛤蟆，蛇，都是小时候了,,1级评论,6,0,2025-03-29 17:52:12
丫丫的冒险,保密,狗比我同学还会过红绿灯,,1级评论,5,0,2025-03-29 17:42:15
终南山下种茶花,男,昨天看见邻居的大公鸡被车压死了，然后车主淡定的下车走向我掏出500块。说小妹妹这只鸡我买了。[doge][doge][doge][doge][doge],,1级评论,6,0,2025-03-29 17:41:38
长虹少侠,保密,我长那么大没见过狗饼，因为狗被撞死那一刻，要么主人拉去吃了，要么路人拉去吃了，要么撞狗的拉去吃了,,1级评论,6,0,2025-03-29 17:41:10
极吉驳翼,保密,多少有点猫饼[笑哭],,1级评论,5,0,2025-03-29 17:40:03
昭天以告,保密,呵呵，要不是我邻居家两条狗都被车压死了我就信了。猫被压死是傻，蛇是慢，老鼠蜥蜴是倒霉，只有狗是纯自己作死的，因为就只有狗会追车子。,,1级评论,6,0,2025-03-29 17:21:53
暴君试做版,保密,你永远无法预测猫猫的逃跑路线所以全速往前走反而压到的概率会低一些，因为突然刹车转向反而会让猫猫懵逼，要知道猫猫的反应快人类很多的,,1级评论,6,0,2025-03-29 17:14:40
nvcc-V,男,为什么我家狗总是不知道躲车，尤其是小时候，见到车来了非得一直喊着才知道靠边，不然他真有可能坐在车前面,,1级评论,5,0,2025-03-29 17:12:59
打不开的袋子,保密,狗饼挺多的但因为体型大经常就撞一边,,1级评论,5,0,2025-03-29 17:11:10
致敬传奇魔王牢特,保密,说白了就是因为哈基米蠢[笑哭],,1级评论,5,0,2025-03-29 17:08:39
廿十一丶,保密,鼠片,,1级评论,6,0,2025-03-29 17:08:52
图拉真-瓦洛里安,男,说得好，今天又压扁一个,,1级评论,6,0,2025-03-29 17:07:59
洛水河畔与天相依,男,我开车遇到狗子一般他都会往路边走，猫不一样看到车它就喜欢穿马路往对面跑 它不倒霉谁倒霉,,1级评论,6,0,2025-03-29 16:56:01
冰乌龙不要龙,男,走国道各种饼都见过。你没见过不代表没有,,1级评论,6,0,2025-03-29 16:50:46
bili_413027394,保密,道路坑坑洼洼，小猫缝缝补补,,1级评论,5,0,2025-03-29 16:48:39
冷咖啡诶,保密,可是我有次骑车真的有只发神经的猫从旁边跑出来，我立刻急刹但还是侧轮子压到它了，车也差点翻，这能怪谁[笑哭],,1级评论,5,0,2025-03-29 16:33:34
千万不要点开我的主页,保密,狗会等红绿灯，但是狗不会等红绿灯[doge_金箍],,1级评论,4,0,2025-03-29 15:41:34
Karl_Cano,保密,我高速公路上还真看见狗被撞[嗑瓜子],,1级评论,5,0,2025-03-29 15:16:14
Ashen_Light,保密,见过蛤蟆🐸饼,,1级评论,4,0,2025-03-29 14:56:05
Y中国足球Y,保密,[星星眼]都在锅里呢,,1级评论,5,0,2025-03-29 14:40:16
无敌旋风闪光嘎啦大王,保密,我记得在去年夏天在，小区门口看到一只猫饼然后猫饼前面还有一个鼠饼[捂脸],,1级评论,5,0,2025-03-29 14:27:29
柑蕉桔梨罗友,保密,真实原因是狗子被撞死马上捡回去煮了，猫，蛇，老鼠这些没人捡,,1级评论,5,0,2025-03-29 14:05:19
骑肘冷门手法信仰玩家,保密,第1次见到的就是狗饼怎么办,,1级评论,5,0,2025-03-29 13:54:00
格伦奎哥迈尔,男,我家狗能给我取外卖，还能给我开门。,,1级评论,6,0,2025-03-29 13:49:52
x噬,保密,我天天上班走省道，开20多公里，经常能看到几只猫饼[笑哭],,1级评论,6,0,2025-03-29 13:33:41
小幸最可爱,保密,屁，我家的傻狗我都撞了几次了  不长记性,,1级评论,6,0,2025-03-29 13:12:31
一只小瓷球,保密,一个科普视频都能被哈气，这个世界就是一个巨大的哈基米,,1级评论,5,0,2025-03-29 13:04:50
小骨头啊piu,女,我这边总能看见刺猬饼。。。,,1级评论,6,0,2025-03-29 12:57:45
量子算盘,保密,这也要看狗，农村的狗会追着车咬,,1级评论,5,0,2025-03-29 12:57:01
荼靡Daissme,保密,我第一次开车撞东西，就是猫来回横跳，我看它都快过去了，就没减速，万万没想到它又回头跑起来了，没刹住车，撞飞出去三四米。它起身就跑了，也不知道后面怎么样了。[笑哭],,1级评论,6,0,2025-03-29 12:48:50
烧一把灰一阵风,男,不舒自走,,1级评论,6,0,2025-03-29 12:42:23
成长的蝉,男,不逃反哈,,1级评论,4,0,2025-03-29 12:39:55
饭甜独食,男,猫智商低，速度快，体型又较大，夜晚活跃，喜欢蛰伏于绿化带等草丛中，夜晚下班的人骑着非机动车经过绿化带，流浪猫受惊蹿出，人撞上去很大概率要摔，简直就像是个绊线陷阱一样，我妈就是这样摔断了两根肋骨和手臂，这是所谓的TNR无法解决的，所以治理流浪猫只有收养和扑杀，没有绝育放归。,,1级评论,6,0,2025-03-29 12:34:13
畏葸者败忠勇者亦败,保密,狗体型大，路上狗少,,1级评论,2,0,2025-03-29 12:22:15
超级宇宙无敌霸王兽,保密,去买个东西一路上就看到了猫饼鸟饼还有刺猬饼,,1级评论,5,0,2025-03-29 12:17:24
顾及白,男,"狗——看见车来——先躲——再叫
猫——看见车来——先哈气——被压",,1级评论,5,0,2025-03-29 12:07:58
鲸鱼BsJy,保密,纯粹就是猫智商没有狗高,,1级评论,5,0,2025-03-29 12:06:07
荒木飛吕彥,男,我在阿联酋开车，从迪拜到阿布扎比各种各样的猫饼，什么花色的都有。当地人开车又快，阿布扎比限速140，迪拜限速120，当地人都看见高速一地猫饼习以为常了。,,1级评论,6,0,2025-03-29 12:02:47
kygggg,男,说白了就是笨，猫科动物智商不如犬科动物是公认的，好像说猎豹还是什么猫科动物后天学习能力为零，大脑发育完全后就定型了,,1级评论,6,0,2025-03-29 11:46:03
暗海啊暗海,保密,主要原因是因为车多的大城市一般对流浪狗管制较严，基本见不到流浪狗，而流浪猫就会恶性繁殖，而且大部分猫的智商是不如狗的，所以容易似,,1级评论,4,0,2025-03-29 11:48:03
aidEn0411,保密,就我这几年回老家开高速，感觉还是狗饼多，可能国道上猫饼多,,1级评论,6,0,2025-03-29 11:29:35
沃克龟龟,男,狗比较大，所以会直接创④而不是饼,,1级评论,5,0,2025-03-29 11:30:30
泠魂出鞘,保密,猫和家禽，车离得越近它越跑,,1级评论,6,0,2025-03-29 11:16:58
Ti三冠王淳煜,保密,开了2万公里，没见过狗饼，猫饼见了50个吧,,1级评论,6,0,2025-03-29 11:15:47
卑微小天TY,保密,我是送外卖的，天天到处跑，狗饼没见过，猫饼鼠饼啥的就特别多，特别是傻猫，这种生物压根不会看车,,1级评论,5,0,2025-03-29 11:15:01
Lunar_O4,保密,没看到不等于没有，我家门口就出现过两次狗饼，但是没有猫饼,,1级评论,4,0,2025-03-29 11:13:53
不要怂正面钢,男,猫那个智商无法理解汽车，它甚至会停下来哈气，狗子遇到危险会夹起尾巴加速逃跑,,1级评论,6,0,2025-03-29 11:06:41
莫桑怀,男,狗饼也有，但是狗很少窜马路，猫因为跑过来，受到惊吓，它们没有往回跑的意识，就被轧死了。,,1级评论,5,0,2025-03-29 11:04:53
Mr-pants,保密,上次在路上看到一张橙色的猫饼，旁边的车开过去的时候猫饼还会被掀起来[无语],,1级评论,5,0,2025-03-29 11:04:59
无疆真君,保密,[喜极而泣][喜极而泣]人饼都见过。,,1级评论,5,0,2025-03-29 11:01:06
无言加未,男,见过猫饼，狗饼，鸟饼，鼠饼，黄鼠狼饼，刺猬饼，蛇饼,,1级评论,6,0,2025-03-29 10:59:06
要听神的话丶,保密,猫饼多说明野猫多。野猫这东西多了影响生态。这物种基本没什么智商，全靠本能反应存活。所以猫饼多也是有原因的,,1级评论,6,0,2025-03-29 10:50:20
上下前后左右没人用,保密,狗大，飞出去了,,1级评论,4,0,2025-03-29 10:38:09
燧炳1竹夜幽,保密,无所谓，看到小动物我从来不让它们，能反应人就已经让自己心力憔悴了，再反应动物简直是给自己找不自在,,1级评论,4,0,2025-03-29 10:36:07
那就送道友升仙,男,我见过老鼠饼蛇饼鸟饼[妙啊],,1级评论,4,0,2025-03-29 10:33:40
游荡者俱乐部,男,狗那么大，容易看得见,,1级评论,5,0,2025-03-29 10:30:05
游荡者俱乐部,男,会不会是狗太大了，撞了死不了[思考],,1级评论,5,0,2025-03-29 10:29:28
维吉尔丶assassin,保密,废物哈基米,,1级评论,6,0,2025-03-29 09:46:23
我是为光辉,保密,哈吉干,,1级评论,5,0,2025-03-29 09:39:00
这是猪腰,男,前两天刚看到新鲜的狗尸体，血还是红的，没人清理就是狗饼了,,1级评论,6,0,2025-03-29 09:16:53
格雷戈尔_孟德尔,保密,狗比较胖骨架比较大。一般压不成饼。[藏狐],,1级评论,5,0,2025-03-29 09:06:47
7点睡7点起,保密,以前看这情景还会觉得不适，现在不叫事,,1级评论,6,0,2025-03-29 09:00:09
温柔的某某2,保密,早上才看到一个猫饼,,1级评论,5,0,2025-03-29 08:52:42
莞延平,男,我们这边只见到青蛙饼和蛇饼,,1级评论,3,0,2025-03-29 08:51:19
好吧背负,保密,我记得十几年前的农村狗都是人还没出现在它面前就闻着味开始吠，以前追车的也特别多，现在的狗都几乎不主动吠，也不追车了，不知道是现在的狗从小就过见车所以不稀奇还是爱追车的个体被淘汰了,,1级评论,5,0,2025-03-29 08:49:08
MShoukaku,男,我认为主要是因为体型太大小车压不扁，撞狗不是啥新鲜事,,1级评论,6,0,2025-03-29 08:35:41
祁令雨,保密,猫被撞了司机会心疼保险杠，狗被撞了司机心疼保险杠的同时会架起炉灶,,1级评论,3,0,2025-03-29 08:29:36
终不似,女,我见得多的是蛇饼[笑哭],,1级评论,5,0,2025-03-29 08:29:14
猫猫不吃呆,保密,狗会绿灯过马路。红灯在路边等[笑哭],,1级评论,6,0,2025-03-29 08:07:33
战地记者Jacky,男,都有看过，最近的一次是去年底我家来了一只狗，土松狗，我侄女在外面看到的，估计是跟原主人走丢了，然后我跟着我侄女回家了，养了一个月，又跟着我侄女出去，然后被撞了。。。,,1级评论,5,0,2025-03-29 08:06:02
庸人扰之而烦耳,保密,这边好多鸽子饼[藏狐]因为这边鸟都不怕人，喜欢在地上走来走去找吃的，从它们旁边走过去都不怕，所以路上好多鸽子饼,,1级评论,6,0,2025-03-29 07:22:43
一口一瓶翡翠剂,保密,狗会过马路，狗体型大被司机发现的概率高，狗骨头硬撞一下不至于立马原地睡觉，会一瘸一拐的爬到马路牙子就不会被多辆车加工成狗饼,,1级评论,6,0,2025-03-29 07:19:53
纨绔丶小子,保密,猫比较自信，车快他也快,,1级评论,6,0,2025-03-29 06:35:53
汪星球遣送官,男,因为猫肉不好吃，所以只剩猫饼了,,1级评论,5,0,2025-03-29 07:03:55
带一哈恶人,男,狗确实会看车,,1级评论,6,0,2025-03-29 06:31:34
小宇可汗,男,说的太笼统了吧，具体还是要看地方吧，城市内可能会没有狗饼，猫饼甚至也会少很多，像是村镇这些，或是靠近国道省道会少吗？狗狗接受社会化训练这是后天的行为吧 如果是被抛弃狗和野外流浪狗或者流浪狗与流浪狗之间的的“野二代”甚至是“野三代”会有社会化训练吗？[微笑]当然，这部分是不太懂的，也请专业的人能讲解一下[笑哭],,1级评论,5,0,2025-03-29 06:29:32
小宇可汗,男,回复 @六套超哥 :也对，以前我在小镇住的时候确实很少见狗饼的[笑哭],小宇可汗,2级评论,5,1,2025-03-29 13:15:52
六套超哥,保密,猫饼一个月固定有一次狗真没多少乡村更严重一星期一个猫饼[笑哭],小宇可汗,2级评论,4,0,2025-03-29 12:24:41
杯中盛夏,男,我以为就我一个人的车轮被猫袭击过，原来jb是常态啊，俩神人搁大马路旁边喂猫，内比猫还没栓绳子，见我车来了，一个猛子往我车前扑过去了。我急刹都来不及按，大喊卧槽碾过去了。,,1级评论,6,0,2025-03-29 06:00:33
汪星球遣送官,男,因为猫肉不好吃，所以只剩猫饼了,,1级评论,5,0,2025-03-29 07:03:55
带一哈恶人,男,狗确实会看车,,1级评论,6,0,2025-03-29 06:31:34
小宇可汗,男,说的太笼统了吧，具体还是要看地方吧，城市内可能会没有狗饼，猫饼甚至也会少很多，像是村镇这些，或是靠近国道省道会少吗？狗狗接受社会化训练这是后天的行为吧 如果是被抛弃狗和野外流浪狗或者流浪狗与流浪狗之间的的“野二代”甚至是“野三代”会有社会化训练吗？[微笑]当然，这部分是不太懂的，也请专业的人能讲解一下[笑哭],,1级评论,5,0,2025-03-29 06:29:32
小宇可汗,男,回复 @六套超哥 :也对，以前我在小镇住的时候确实很少见狗饼的[笑哭],小宇可汗,2级评论,5,1,2025-03-29 13:15:52
六套超哥,保密,猫饼一个月固定有一次狗真没多少乡村更严重一星期一个猫饼[笑哭],小宇可汗,2级评论,4,0,2025-03-29 12:24:41
杯中盛夏,男,我以为就我一个人的车轮被猫袭击过，原来jb是常态啊，俩神人搁大马路旁边喂猫，内比猫还没栓绳子，见我车来了，一个猛子往我车前扑过去了。我急刹都来不及按，大喊卧槽碾过去了。,,1级评论,6,0,2025-03-29 06:00:33
托托托oto,保密,脑仁太小导致的 就像互联网上一些类人生物一样,,1级评论,6,0,2025-03-29 05:57:37
云ぃ空,男,过完年回去上班三个小时路上看见四五个狗饼,,1级评论,6,0,2025-03-29 05:31:46
车梨子--,男,猫的智商比较低，然后还喜欢作死,,1级评论,5,0,2025-03-29 05:26:01
赤夜千緋,男,世界破破爛爛，小貓縫縫補補,,1级评论,6,0,2025-03-29 04:52:43
黑皎o_O,保密,猫真的是，有时它会反复横跳根本预判不到要往哪边移动,,1级评论,6,0,2025-03-29 04:40:14
康师傅ia,男,说白了就是 猫智商不高 也不是说狗智商多高 但狗确实懂得 识时务,,1级评论,6,0,2025-03-29 04:48:52
慕容柒柒呀,男,其实吧，像比较偏远的高速公路或者是其他公路上，鼠片和蛇片更多一些,,1级评论,5,0,2025-03-29 04:27:48
豆芽只想躺尸,保密,我这里的流浪狗都会走斑马线,,1级评论,5,0,2025-03-29 04:30:40
二哈养大的狐狸,保密,狗太大，塞不进轮胎下面，只会被撞开[吃瓜],,1级评论,5,0,2025-03-29 04:23:19
兔丿哥,保密,见过狗等红绿灯[笑哭],,1级评论,4,0,2025-03-29 04:07:02
zrnbnb,男,见过喵酱[doge],,1级评论,5,0,2025-03-29 03:58:32
梓玖999,保密,猫本来就蠢。狗的话，还挺聪明的。 我一个月前的时候那会儿特别生气。整个人都是那种红温状态说是下楼买包烟呢。人家狗看到我的表情都吓得躲起来了，就猫非要往我身上跑。他一直嗯拿爪子挠我，我直接气的一脚给猫踹飞了[笑哭][笑哭],,1级评论,6,0,2025-03-29 03:40:28
布鲁惠斯-D-咕狼,保密,主要还是狗子对比猫太大了，被撞飞了,,1级评论,5,0,2025-03-29 03:02:09
飞马电玩,保密,错误，因为狗太大只了。不适合压成狗饼。,,1级评论,5,0,2025-03-29 02:34:45
平淡的杰里米,保密,小时候老爹下班回家，路上看见一条狗被撞死，拿回家炖了，问我好吃不，让我猜是啥肉。,,1级评论,5,0,2025-03-29 02:33:28
liziril,保密,猫智商非常低,,1级评论,4,0,2025-03-29 02:31:54
对答辩用炎拳吧,保密,猫是最蠢的生物,,1级评论,5,0,2025-03-29 02:28:41
神呵呵哈哈哈,保密,其实马路上到最后就不知道是什么饼了，尤其是高速，碰死就死了，就是有时候，被懒腰截断，然后大量车压饼，硬生生压进路里了,,1级评论,5,0,2025-03-29 02:27:30
库洛法务部,男,我住国道边的，不仅有猫饼，还有狗饼，黄鼠狼饼，麻雀饼。狗饼都让人捡回去吃了,,1级评论,6,0,2025-03-29 02:25:29
主打的就是一个三棺,男,哈基米的智商是真的低,,1级评论,6,0,2025-03-29 01:52:20
指定不进屋,男,我有次上班途中看到过狗碎片，一地稀碎。,,1级评论,6,0,2025-03-29 01:42:19
xian鱼榨汁,保密,因为狗子真的会找斑马线过马路[笑哭],,1级评论,6,0,2025-03-29 01:44:29
卑微海拉鲁流氓,男,到了西藏无人区都是兔饼,,1级评论,6,0,2025-03-29 01:41:25
果奔芬,保密,特别是冬天，哈吉米钻发动机边上，有时候车开了老长一段距离才掉下来变成哈吉米饼，那会看见还在想高架桥上为啥会有哈吉米饼,,1级评论,5,0,2025-03-29 01:37:56
奶白的雪子昵称已存在,男,能在马路上被压死的动物，放在自然中也活不长久，很多人看到是猫，是狗就心疼了，但你也不看看为什么会被压死，比如我过年回老家坐公交车，过年吗，车流量本来就大，基本车都连着跑的，突然窜出一条狗子，司机一脚急刹，车上的人都摔倒了，司机喇叭按死，这时候，懂的狗子已经回去了，那条一直往前冲，马路他家开的一样，刚跑没两步直接被创飞，又被后来的几辆车压成狗片，它还以为人人都像那公交司机一样善良呢，反正如果我开车遇到横穿马路的动物，在保证我自身安全的情况下，我等你十分钟都没问题，反之，变二次元吧,,1级评论,5,0,2025-03-29 01:36:09
魔道无义,男,因为这个世界有毛病,,1级评论,6,0,2025-03-29 01:25:35
声海雪域堡,保密,小狗不懂，前两天晚上我一个急拐弯做了个小麋鹿测试，差点捻到。,,1级评论,5,0,2025-03-29 01:22:25
喜欢温暖的蛐蛐,男,小狗还没来得及学习，被吓到会倒下露肚皮[笑哭],声海雪域堡,2级评论,5,0,2025-03-29 01:27:34
咬一口懒羊羊,男,five哈基米,,1级评论,6,0,2025-03-29 01:07:32
IP小明剑魔无敌的,男,大狗从来没见过，小狗不会放出来，就是那种不大不小还放出来的，也很蠢，但你一按喇叭都会跑,,1级评论,6,0,2025-03-29 00:31:13
李火㕵,保密,单纯智商低,,1级评论,6,0,2025-03-29 00:27:14
一十七十一点四十二,保密,狗太大了，只会创死，尸体在马路上碍事，不过不会有车创狗子，其实多的还是鸟饼[doge],,1级评论,5,0,2025-03-29 00:22:50
梦与谁人依丶,男,今天就看到两张狗饼[无语],,1级评论,6,0,2025-03-29 00:19:10
诵吾,男,狗的话聪明些，以前我走村道遇到狗，它向我电动车跑来，我则加速向它撞去，它在撞到的前一秒就闪开了，非常极限。,,1级评论,5,0,2025-03-29 00:07:28
白金龙2013,保密,猫饼〉狗饼〉老鼠饼  [doge],,1级评论,5,0,2025-03-28 23:50:16
怪兽之王哥老基,保密,别说猫狗，连人饼都有（撞大运了）,,1级评论,6,0,2025-03-28 23:49:11
了不起的食天尊,男,狗太大了，一撞就飞了，成不了饼,,1级评论,5,0,2025-03-28 23:37:03
刹生九,保密,我们乡间小道上有猫饼，鼠饼，蜥蜴饼，蛇饼。有种鸟就专门捡拾这些来吃。,,1级评论,6,0,2025-03-28 23:35:05
冷寒译,男,我在人行道骑自行车的时候一直母猫猛冲过来，结果轮胎从它肚子碾过去[疼],,1级评论,6,0,2025-03-28 23:32:19
snowlyg,保密,有猫饼？,,1级评论,5,0,2025-03-28 23:29:39
窦号先生,保密,我记得以前看龙族的时候江南在书里科普说猫的记忆最多只有15天，此后就只能依靠本能存活,,1级评论,5,0,2025-03-28 23:28:02
超寄小桀的日常,男,看到有评论区再说狗红绿色盲怎么看红绿灯的，我寻思人不也有红绿色盲的，红灯和绿灯的位置也不一样啊，现在大多数灯更是直接动态小人走路，你就是看到全是灰的也分得清现在是什么灯吧[笑哭],,1级评论,6,0,2025-03-28 23:20:00
DENGSHSOAN,男,夸张的时候几公里看到四五个猫饼,,1级评论,5,0,2025-03-28 23:02:14
抓到月色,保密,小时候夏天回老家  光脚穿着凉鞋，晚上在沟渠边走夜路，踢到一个软软的东西，定睛一看飞出去一只大蛤蟆[难过],,1级评论,5,0,2025-03-28 23:02:08
hUyU_,保密,我考科3的时候，有条狗还主动给我让路呢，我先给它让，它不走它给我让，后来我先走了[笑哭],,1级评论,5,0,2025-03-28 22:53:25
武小弐,男,之前考驾照的时候，大早上的，就在马路中间看见了一只僵硬的没头猫，雪见了一道，万幸的是驾照过了。,,1级评论,6,0,2025-03-28 22:50:46
改名还要消耗硬币6,男,没见过狗饼的，开车少，开得多了就见的多，国道上多，高速上大多都是鸟乡村小路都是猫,,1级评论,4,0,2025-03-28 22:49:28
小狼辰橘,保密,1:01这个地方我绷不住了[笑哭],,1级评论,5,0,2025-03-28 22:46:42
木兰抓住未来,女,狗饼都被附近住户捡起来吃了[doge_金箍][doge_金箍],,1级评论,6,0,2025-03-28 22:45:56
happyRoger,男,所以我个人还是喜欢狗，而不是猫，猫太笨了[藏狐],,1级评论,5,0,2025-03-28 22:43:42
元气少女孙笑川,保密,我捡到过非常逼真的小猫尾巴和小爪爪，定眼一看漆黑的的断面[醒醒收藏集_不干了]好家伙，是真货,,1级评论,5,0,2025-03-28 22:39:15
゚HE,保密,猫脑子也就这么大[doge],,1级评论,5,0,2025-03-28 22:32:22
廣場一枚銅幣RR,保密,狗会冲着车叫但你冲过去它会躲 但猫会哈气也不会躲,,1级评论,5,0,2025-03-28 22:31:33
百度一下就,男,"大多数狗看见路上驶来的车，会退回路边
但大多数的猫看见驶来的车，会尝试全力冲到马路另一头",,1级评论,5,0,2025-03-28 22:31:14
国风皮大胆,男,大多数狗要是没栓绳基本没机会过马路…… 反正我这边15年后就没见过没栓绳的狗到处跑了[无语],百度一下就,2级评论,6,0,2025-03-29 00:04:45
悟心魔,保密,朕提一点，狗子被撞死了，丢后备箱就带回去上桌了。猫是真没啥人吃,,1级评论,5,0,2025-03-28 22:29:25
一壶春秋Z,保密,不要胡说八道，纯粹是猫蠢,,1级评论,6,0,2025-03-28 22:18:48
白石鱼,男,我们这边蛇饼蛤蟆饼比较多,,1级评论,6,0,2025-03-28 21:59:21
啫啫猪肚鸡,男,狗一样的也喜欢在路上瞎几把窜，我都差点撞到过两次,,1级评论,5,0,2025-03-28 21:52:05
i等你许久l,男,主要是狗狗被撞了，马上就被提回去亚米亚米了,,1级评论,5,0,2025-03-28 21:51:33
7788要努力,保密,狗饼太多了,,1级评论,4,0,2025-03-28 21:50:47
摸金的懒骷髅,保密,对于我来说，我看到那些流浪猫就烦，真的很想把它们全部给弄死。一天到晚都在乱叫，打架啊，吵的要死，[辣眼睛][辣眼睛],,1级评论,5,0,2025-03-28 21:48:08
灭沝鸽黑奴打手,保密,狗饼貌似从小到大都没见过 见过最多的还是鼠饼和猫饼 [笑哭]   不对 蟑螂饼是最多的[doge],,1级评论,4,0,2025-03-28 21:43:47
中毒了,男,狗饼我看到过，只是比较少而已,,1级评论,5,0,2025-03-28 21:41:03
账号已注销,保密,猫会趴那不动，或者开到车来，往车里钻,,1级评论,0,0,2025-03-28 21:40:44
努力少女西儿维,女,说白了就是猫的脑子蠢,,1级评论,6,0,2025-03-28 21:40:22
苍蓝の酒豪,男,我们这高架上这几天猫饼多,,1级评论,6,0,2025-03-28 21:38:54
Enoch董,男,我在加拿大见过松鼠饼，郊狼饼和干脆面饼[微笑],,1级评论,6,0,2025-03-28 21:33:12
若非流云遮蔽双眼,保密,主要还是狗饼都比较大容易造成交通事故和堵塞就清理的快[doge_金箍],,1级评论,6,0,2025-03-28 21:31:49
败德漫,女,最本质的差距，猫的脑容量通常比狗小的多,,1级评论,6,0,2025-03-28 21:29:20
四季奶青少糖加冰,女,狗饼人饼薯饼猫饼鸡饼兔饼刺猬饼我都见过,,1级评论,6,0,2025-03-28 21:23:32
九头蛇军团老兵,保密,我怀疑狗是懂得认车牌或是车型的。村里别人开车远远就让路了。我开车都慢慢开快撞上了，才不耐烦的站起来慢慢走，还这么[嫌弃]看着我,,1级评论,4,0,2025-03-28 21:20:57
T黑色长城T,保密,狗都比某些人会过马路[doge],,1级评论,6,0,2025-03-28 21:15:02
你里侧除外,男,以前在老家看过黄鼠狼饼[笑哭],,1级评论,5,0,2025-03-28 21:15:48
荷包蛋蛋糕,女,它往我轮子里面撞[大哭]，真的阴影了好多天,,1级评论,6,0,2025-03-28 21:09:21
傻福噼里啪啦,女,赛博坦人爱猫没轻没重的[笑哭],,1级评论,5,0,2025-03-28 21:04:28
北海浪人ポ,女,狗体型那么大很多人能看见，而且猫饼基本都是吃东西还要喂，这种被丢弃的猫基本丧失了自力更生的能力了，一天天后这身体素质躲不开常有了,,1级评论,6,0,2025-03-28 21:02:12
别说你有梦想,保密,今天刚在高速上见到一只🐕‍🦺.zip,,1级评论,6,0,2025-03-28 20:57:56
Sioqqaidy䵴恆,男,鼠片是最多的，其次是猫饼,,1级评论,6,0,2025-03-28 20:37:26
几年后的中分,保密,猫咪是原始人。,,1级评论,3,0,2025-03-28 20:36:11
haodeneddd,保密,体型决定狗饼少。,,1级评论,5,0,2025-03-28 20:29:07
湖八十五,男,猫咪过马路的时候 ，往回跑啊，是因它脑里觉得，刚走过的路是安全的，所以说又跑回去,,1级评论,5,0,2025-03-28 20:24:56
一条小灰,保密,薯片跟蛇，村里的路最多就是蛇，特别是天气变暖晚上一出去什么蛇都有,,1级评论,5,0,2025-03-28 20:12:49
高傲的小学鸡,男,我见过狗被车撞死，然后被人拉去煮了,,1级评论,6,0,2025-03-28 20:10:01
emagons,女,其实有时候还能看到人饼,,1级评论,6,0,2025-03-28 20:09:23
114514只哈基米,保密,我家小猫居然对我电瓶车哈气,,1级评论,4,0,2025-03-28 20:09:39
仙尊急得直跺脚,男,猫饼就见过一次蛇饼见过好几次[吃瓜],,1级评论,5,0,2025-03-28 20:06:37
马牙嘎嘎枣,男,我见过刺猬饼,,1级评论,6,0,2025-03-28 19:50:21
若尘不离尘,保密,[doge_金箍]我家这修的路，这一年多猫饼狗饼数不胜，最近这几个月好了少了，淘汰的差不多了,,1级评论,6,0,2025-03-28 19:51:17
爱好举报的卡车佬,保密,为什么没有狗[抠鼻]但凡体型大点都被捡回家炖了[doge_金箍],,1级评论,4,0,2025-03-28 19:45:12
闿平,男,主要是狗的脑子比猫的脑子大一些,,1级评论,5,0,2025-03-28 19:32:53
Mr_Moker,男,家里的厂里以前买过几只猫抓老鼠，直到后来有只猫钻进大车发动机里变成了猫猫酱[笑哭]发动机直接打坏了，还花了好多钱换发动机[笑哭][笑哭],,1级评论,6,0,2025-03-28 19:27:44
因为我们是人类,保密,那奶牛猫是怎么回事,,1级评论,5,0,2025-03-28 19:26:04
佐久间眠Officiai,保密,🤓会看红绿灯的狗比猫多，我家这里经常看到流浪狗在等红绿灯，猫倒是没几次，聪明的猫比较少，好多猫基本都是断腿的。,,1级评论,5,0,2025-03-28 19:23:14
