用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
态度折现天赋,保密,你的演讲很有感染力，在1930年的德国，也有一个人说的和你差不多的话,可爱的杜肉肉,2级评论,5,0,2023-08-01 11:11:04
闪电轮椅,保密,我记得小时候我把一只鸡把毛全拔了（活着的时候），然后被我姐扒光衣服打了一顿。[嫌弃],,1级评论,6,1,2023-06-01 01:09:12
没有鸟的花园,保密,我不在乎动物是否跟人类地位平等，祖先进化千万年让我们登上食物链顶端有它的意义；但我认为这样的行为危害绝不是在于动物的尊严，而是人的心理；猫狗牛马等驯化融入人类社会的动物已经具备了某些其他自然生物不具备的“特殊”符号，如果说马匹的高光是冲锋陷阵的战马，那么猫就是可爱心疼的宠物，（除戏剧外）把可爱美好的事物故意人为的毁掉，本身就是对人身心的摧残，更不用说流传开来，更是用心险恶,,1级评论,6,1,2023-04-16 02:43:52
你真驾四,保密,动物保护法亟待出台,,1级评论,5,1,2023-04-15 19:04:34
隱楓,保密,我不认同他们这些动物保护会做的这种行为,,1级评论,5,1,2023-04-14 20:59:55
账号已注销,保密,私刑什么罪[藏狐],,1级评论,0,1,2023-03-24 14:02:13
欢沧海,保密,为什么不惩罚虐猫虐狗的东西，为什么惩罚好人,,1级评论,4,1,2023-03-17 17:45:17
sohee的,保密,是拒绝虐待行为。今天就算是猪牛羊狗，惨无人道虐待大家也会制止。本质是讨伐虐待行为。只是在猫咪中虐待行为更普遍,,1级评论,6,1,2023-03-14 20:24:44
乱世英雄宇文化吉,男,说实在话，宠物和动物本身这俩东西有区别，有些宠物甚至是家人和亲人，你的亲人被杀，这搁谁谁也受不了,,1级评论,5,1,2023-03-14 02:48:29
saiweilu,保密,都有病~,,1级评论,6,1,2023-03-13 09:40:07
晚风wy_,保密,打死他会怎样,,1级评论,5,1,2023-03-11 19:13:04
Jeff-san,保密,会判死刑,晚风wy_,2级评论,6,2,2023-03-15 07:43:30
晚风wy_,保密,回复 @不樂艾 : 看情况吧，出于正义，被害者因为恶盈满惯被杀的好像是故意杀人罪从轻处理，判3到7年,晚风wy_,2级评论,5,1,2023-03-15 18:39:25
科比-布莱恩特-24,男,长得人模狗样的做些不是人干的事,,1级评论,6,0,2023-03-04 15:26:56
小矮いぬ,保密,苏州？马上就来揍你,,1级评论,5,1,2023-03-04 01:03:18
冷静的浪神,男,兄弟网上说说可以，但是别真做，不然就是刑法了[doge],小矮いぬ,2级评论,6,0,2023-03-04 09:04:34
風哩密码,保密,话又说回来，你们的猫爹猫吗为什么不和狗一样关着或者牵绳子？@四川观察,,1级评论,5,1,2023-03-03 21:23:32
Everretflyerr,保密,给我狠狠地爱😋,,1级评论,3,2,2024-01-25 22:34:28
KP1第一对抗路,女,想看,,1级评论,6,0,2023-12-13 00:42:50
我是个神一样的天才,保密,虽然我很讨厌猫狗但是这类人还发网上就是恶心人 传播血腥画面,,1级评论,5,0,2023-11-27 22:23:04
毕-减索,保密,有些人还是收敛些吧，是不是有点太和那人共情了,,1级评论,6,0,2023-10-15 15:26:34
逍遙三蹦子,男,兜是假的,,1级评论,5,0,2023-10-11 10:54:46
_雾-海_-,保密,遇到贵人了还是一般贵人。,,1级评论,6,0,2023-10-08 16:06:51
遥不可靜,男,狗咬狗,,1级评论,6,0,2023-10-02 19:56:51
胖宅crazy,保密,《法律》,,1级评论,6,0,2023-09-20 23:21:06
夢屿倪,男,我真的服了，看到那么多虐猫视频，这些人对社会真的有用吗？,,1级评论,5,0,2023-09-20 11:32:34
波阿斯神,保密,日本人杂交的中国鬼子后代,,1级评论,5,0,2023-09-06 13:15:28
工号---9527,保密,只杀猫可能还没事，但发布视频应该是谋利了这就有问题了,,1级评论,5,0,2023-08-30 02:02:57
海绵宝宝夹心糖,保密,牲畜罢了,,1级评论,6,0,2023-08-27 00:20:52
冚屵,保密,这次再看看四川成都，不知其他地方有，你们四川也有，四川督察好好看一眼四川,,1级评论,6,0,2023-08-13 01:52:13
我丶我居然,保密,国内不是没有任何动物保护法吗？警察有后续吗？而且这些人算不算非法入侵和伤害以及侵害隐私权益啊,,1级评论,5,0,2023-08-12 00:47:18
玄元风辰,女,"有动物保护法，保护珍稀和濒危的野生动物。
不过你猜猜 国家希望流浪猫多一些还是少一些？",我丶我居然,2级评论,6,0,2023-08-13 09:46:43
Forgive-_-_,男,人是一个很好笑的物种,,1级评论,5,0,2023-08-04 23:03:02
特工gory,保密,黑社会,,1级评论,6,0,2023-07-26 22:30:47
账号已注销,保密,有预谋有组织的犯罪，不严惩说不过去,,1级评论,0,0,2023-07-19 01:26:05
1-1-1-1_1-1-1-1,保密,能不虐杀人就不错了[笑哭],,1级评论,5,0,2023-07-17 08:29:06
dk不是JTR,男,君子远庖厨，他们这么做不是才不是什么有爱心只是为了自己,,1级评论,6,0,2023-07-06 02:14:32
杨柳uui,保密,脑瘫,,1级评论,5,0,2023-06-28 14:45:13
账号已注销,保密,爱一下,,1级评论,0,0,2023-06-18 17:51:22
小兔基乖乖,保密,反对虐待动物，呼吁出台反虐待动物法，支持虐待动物入刑。,,1级评论,5,0,2023-06-13 11:10:33
小兔基乖乖,保密,支持立法，严惩恶魔,,1级评论,5,0,2023-06-13 11:10:10
免费名称一个,男,你杀流浪猫，我管不着，如果你领养别人的猫，然后杀了，那这确实有点过了，那只猫跟原主人可能已经有一定的关系了，面对宠物的逝去，很多人都无法稳定自己的情绪，更何况自己的宠物是被别人折磨致死,,1级评论,4,0,2023-06-08 05:12:06
账号已注销,保密,是这样的但是猫猫TV嗯,,1级评论,0,0,2023-06-07 17:45:52
账号已注销,保密,爱猫视频,,1级评论,0,0,2023-06-07 17:45:19
栗狸毛,保密,被封禁了，祝贺你,账号已注销,2级评论,5,1,2023-06-12 00:05:52
账号已注销,保密,你说的没什么道理而且爱猫Video,,1级评论,0,0,2023-06-07 17:45:45
账号已注销,保密,爱猫tv,,1级评论,0,0,2023-06-07 17:45:36
水无痕9621,保密,"人？
按个爪爪，我来过！！",,1级评论,5,0,2023-06-07 17:25:06
白日渐随秋意短,保密,不是肉吃得凭啥猫杀不得这种问题，是虐待小动物为乐的本来就是社会危险分子，是变态，是坏人，这群家伙需要震慑,,1级评论,6,0,2023-06-06 15:27:14
小兔基乖乖,保密,我为奶牛猫发声！反对虐待动物，呼吁出台反虐待动物法，支持虐待动物入刑。,,1级评论,5,1,2023-06-02 01:14:18
对啊111,男,我倒要看看是虐猫的人畜生还是虐人的人畜生,,1级评论,5,0,2023-06-01 02:42:01
磕必牢大official,保密,爱猫人士的丑态,,1级评论,5,0,2023-06-01 01:48:34
kkkkkufx,女,在此说明一句。我们尽可能的要做到，保证网上那些虐猫视频传不出去，而不是你们这些极不极端的动物保护主义者冲上去打人，我还是说一句话，中国有不少地方可以吃猫肉，而且有吃猫肉的习惯，你再到其他国家去看一下，人家的食谱更广，如何界定宠物还是可食用动物？这个标准没出来之前，任何反虐待动物保护法都是在法律层面，阻止中国人吃肉。这样的行为我坚决不同意。,,1级评论,6,0,2023-05-31 16:19:41
Rumple黑化版,男,您没事吧？吃就吃呀，产业化屠宰也没问题呀，谁没事会虐杀动物呀[辣眼睛]你去鸡厂猪厂谁会花大半天虐杀一只鸡一只猪，又没效率且产能低下。反对的是虐杀，虐您懂吗？是用变态的手段和方式剥夺生命来获得快感，这是一种潜在犯罪特质加严重的暴力心理问题，跟反社会人格挂钩,kkkkkufx,2级评论,6,0,2023-06-02 10:19:08
蒙德最速の伝説,保密,人家虐猫确实不道德，但是你这犯法了吧，别求着向虐猫人写谅解书,,1级评论,5,0,2023-05-31 01:32:56
28227470293_bili,男,非法拘禁他人，你们进号子去和里面的人谈心吧。,,1级评论,5,0,2023-05-30 21:25:26
fuckUSA,男,单客观来讲，不打男女👊的说，一个也许是某些人口中的预备犯，那几个是实行犯，我还是相信警察会怎么处理的,,1级评论,6,0,2023-04-16 09:55:08
我取啥名管你什么事,保密,？啊………,,1级评论,4,0,2023-04-15 13:54:25
子呆是念着倒,男,虐杀的都是心里有问题的，如果对你造成了损失与问题请给它一个痛快这样没多少人说虐杀就有很大问题了,,1级评论,6,0,2023-04-05 19:49:48
废铁龙,保密,心理问题应当交给心理医生解决，而不是交给一群心理问题更大的虐人暴徒来解决,子呆是念着倒,2级评论,6,0,2023-04-08 00:22:43
青眼混沌极龙-,保密,什么玩意,,1级评论,6,0,2023-03-21 19:43:15
兰波666,保密,心理变态吧，什么人都有,,1级评论,5,0,2023-03-21 15:44:45
猹_chare_,保密,他为什么虐待动物？因为他知道杀人犯法,,1级评论,5,0,2023-03-18 08:19:51
1Sz64BJoQ,保密,虐杀还拍视频，这不就是恶心人吗？,,1级评论,4,0,2023-03-17 12:00:43
早_睡_早-起,保密,虽然不是狂热的动物保护者，但我分得清，他就是变态，这种人必须受到严惩。,,1级评论,6,0,2023-03-17 10:35:34
老饕2018,保密,关键是这类人好像也没法律依据把他怎么样啊……这不是潜在风险，是明牌的变态啊,,1级评论,5,0,2023-03-10 20:05:09
枍楠萍,男,人家杀就杀，你有什么权利拍人家？你有什么权利抓他，有什么权利对他进行辱骂，限制人身自由？全世界的猫狗加起来也不如一个死刑犯的命重要，猫狗永远是畜生，看到这种视频我必须再去吃一顿猫肉巩固食物链了,,1级评论,6,1,2023-03-04 13:05:48
星河灿烂-以观山海,女,那请你牺牲一下自己让它变成死刑犯吧,枍楠萍,2级评论,6,1,2023-03-04 14:53:41
小阿伟罗要打复活赛,保密,回复 @星河灿烂-以观山海 :好奇问问,枍楠萍,2级评论,5,0,2023-05-18 14:03:33
鳶尾花旗下余86奈60,保密,虽然不想说，但是他这样做顶多只是这个人道德有问题，思想有毛病。但是你们这么做我并不支持，因为你们这是在违法犯罪，恶心呸。,,1级评论,5,0,2023-03-04 02:21:29
茶花2713626,保密,打死,,1级评论,6,0,2023-03-04 01:51:50
冷静的浪神,男,兄弟网上说说可以，但是别真做，不然就是刑法了[doge],茶花2713626,2级评论,6,0,2023-03-04 09:03:29
暗色龙鳞,保密,tmd，气死了，操！,,1级评论,6,0,2023-03-03 23:32:55
控丶三千,保密,这玩意儿跟爱不爱猫人士无关，这种人就他妈人人得而诛之,,1级评论,6,0,2023-03-03 22:57:25
账号已注销,保密,虐猫就这么过瘾，被人逮着就怂了？！你倒是反抗抡倒几个啊，呵呵，真的很看不起这种人。[辣眼睛][辣眼睛],,1级评论,0,0,2023-03-03 22:25:53
风花雪月上青楼,男,虐杀就虐杀呗，还拍视频，不是找骂吗？,,1级评论,5,0,2023-03-03 20:38:18
大鹏鸟故事与科普,保密,人言,风花雪月上青楼,2级评论,5,0,2023-03-03 20:43:52
榴莲_泡芙,保密,确实过分了，恶心,,1级评论,6,0,2023-03-03 19:24:04
流书天阙QAQ,女,看到别人虐猫就义愤填膺 现在虐猫被人干了 又开始共情了？ 虐猫还发视频 被人干不是活该吗,,1级评论,5,0,2023-03-03 18:45:02
啵啵u宝,女,虐猫惹你了？,,1级评论,5,0,2023-03-03 18:35:47
东少锋芒,保密,怎么，犯法嘛，你骂人家畜生要告你侮辱人格,,1级评论,5,0,2023-03-03 18:33:37
怀狸卧听风雨,保密,发视频不出生?,东少锋芒,2级评论,5,0,2023-03-03 18:39:44
账号已注销,保密,得了吧，爱猫人士爱狗人士都快成贬义词了,,1级评论,0,0,2023-03-03 18:23:40
彼岸弱水横,男,不用爱猫人士，正常人都看不下去[辣眼睛],,1级评论,6,0,2023-03-03 16:36:17
哪怕追逐_,保密,这种跟吃狗肉不是一个概念,,1级评论,5,0,2023-03-02 13:18:50
转世小狼,男,这人活该，所以没必要同情，这是这帮围堵的也很有问题！希望警方双方都罚,,1级评论,5,0,2023-03-02 12:56:23
平凡的肉体,男,不喜欢就不养，这纯粹是bt,,1级评论,5,0,2023-03-01 23:44:04
君の行方,保密,tmd人渣，以领养的名义去虐杀猫取乐，md揍它丫的,,1级评论,6,0,2023-03-01 22:56:15
嘿嘿大小姐好啊,男,心理变态吧[辣眼睛],,1级评论,6,0,2023-03-01 22:55:28
先生不熬夜,保密,什么爱猫人士？是个正常人都会反感这种变态吧,,1级评论,6,0,2023-03-01 22:36:49
callmeiu,保密,无公义就按天性而为,,1级评论,3,0,2024-01-17 05:05:35
虔诚的爱国者,保密,完全支持,,1级评论,4,0,2024-01-12 21:10:34
账号已注销,保密,后续呢？,,1级评论,0,2,2024-01-31 16:26:58
肉肉的马嘻达,保密,我的评价是还是人太多了，导致猫也多,,1级评论,5,0,2024-01-26 00:51:52
中華英雄永垂不朽,保密,"真的，樓下非常多確實應急了，這不是流浪貓啊，最恰當的就是人家家裡母貓生小貓了，然後找人領養，要領養的時候說的好好的，轉頭就弄死了，是拿人家的善良發洩，你領養了就是斷絕了別人領養這只貓的可能
所以不反對虐流浪貓，但這種情況就是欠揍，算是涉案金額不大的詐騙了，已經脫離了以人為本了，真的洗不了",,1级评论,5,29,2024-06-17 14:42:57
水道临天下,男,爱猫人士才是危害社会份子,,1级评论,5,112,2024-02-05 13:03:52
43a额,保密,某些爱猫人士就是逆天,,1级评论,5,70,2024-02-04 01:34:12
春嵐z,保密,哈基米好吃😆,,1级评论,5,45,2024-02-03 10:40:20
早晨起来拥抱太阳_,保密,感觉这些爱猫人士骂人的时候有点假啊，表演痕迹太重了。爱猫人士都是表演型人格吗？ 酝酿好了情绪？幻想自己是正义的主角拯救苍生[喜极而泣],,1级评论,5,40,2024-02-03 10:12:40
裂开的6级萌新,男,有没有警察管管啊，这威胁，恐吓，强迫被害人自残。,,1级评论,5,38,2024-02-02 21:50:49
霸王龙杀你全,男,今天爱猫明天爱人，还是爱猫人士骨子里温良啊，今天就开始爱人了,,1级评论,6,162,2024-02-01 22:01:17
霸王龙杀你全,男,回复 @豌豆尖荚 :所以爱猫人士就向人释放自己的变态行为？好在是法制社会，这些人都得到了应有的惩罚,霸王龙杀你全,2级评论,6,102,2024-02-05 01:26:56
鹰毛大大,保密,回复 @豌豆尖荚 :致敬传奇爱猫队长[给心心],霸王龙杀你全,2级评论,5,26,2024-02-05 13:40:17
nova清风,男,四目观察,,1级评论,5,28,2024-01-31 22:18:50
猫爻official,女,西方白左那一套让你们学的明明白白了，猫就是猫，人权永远比猫权高，倘若虐猫的人虐的是自己买的猫，你无权对人家指指点点。倘若是他偷得猫，你可以报警举报他偷窃。倘若他卖虐猫视频，你可以举报他传播血腥内容同样可以报警。但是，你们不是警察，你们没有执法权。就算他虐猫，你们一群爱猫人士或者普通民众打他也算人身攻击，你们绑他也算非法拘留。,,1级评论,5,46,2024-01-30 19:28:45
绯村柯北-_-柯老板,保密,卫生部/农业渔业部/公安部共同发布的加强狂犬病预防控制工作通知中，第五条明确写了“凡未经疫苗，无标（记）牌的猫（犬）只一律视为野猫（犬），公安人员及人民群众均有权捕杀”[OK],,1级评论,5,11,2024-01-30 17:23:00
李嘉圖f,保密,冷知识，哈基米的速度是死亡的七倍，假设有人弄死了哈基米，那哈基米已经重获新生了,,1级评论,5,136,2024-01-29 16:28:05
Komorebi7丨,保密,这时候就别开玩笑了,李嘉圖f,2级评论,5,9,2024-01-31 10:13:29
账号已注销,保密,干得漂亮，虽然违法，但我看不见[doge],,1级评论,0,6,2024-01-29 01:42:18
Aihara_Me1,男,果然爱猫人士眼里是没有法律的,账号已注销,2级评论,6,22,2024-01-29 20:15:06
霸王龙杀你全,男,回复 @Aihara_Me1 :爱猫人士骨子里的温良,账号已注销,2级评论,6,3,2024-02-01 22:02:05
清雨闲竹,保密,好虐ai kan,,1级评论,5,5,2024-01-28 22:54:00
斯卡文的鼠鼠,保密,看来爱猫人士已经开始虐人了,,1级评论,5,57,2024-01-28 01:56:32
完美潇洒的大爷,男,回复 @我゜ :开始给罪犯洗白了[给心心],斯卡文的鼠鼠,2级评论,6,50,2024-01-28 15:33:03
完美潇洒的大爷,男,回复 @我゜ :虐杀流浪猫又不犯法，猫xz打人可犯法[给心心],斯卡文的鼠鼠,2级评论,6,49,2024-01-28 15:33:43
Hu_Zero,保密,这评论区不知道的还以为是4chan,,1级评论,6,5,2024-01-24 21:35:12
爱吃辣的鱼dog,保密,我认为虐猫的人有潜在的反社会，虐人的人有明面的反社会，支持警方严惩[支持],,1级评论,4,99,2024-01-22 00:14:55
fuckUSA,男,不用支持，本身就是，一个是故意伤害非法拘禁，这堆人绝对得金桔子并且赔偿，这年头啥都能成为伤人理由了吗,爱吃辣的鱼dog,2级评论,6,9,2024-01-28 11:47:46
有空就要多学习,保密,中肯的,爱吃辣的鱼dog,2级评论,5,2,2024-02-08 09:54:23
我不是史神,保密,虐🐱？这是把这帮人弗姆莎了它们估计都不会这么激动,,1级评论,6,24,2024-01-20 21:24:16
骊歌未尽,男,领养后虐杀属实素质有点低下了[東雪蓮_流汗]你搞大街上野生的哈基米我高低得给你叫好几句,,1级评论,6,16,2024-01-20 08:03:03
Bunyachenko,男,"🙌想救，你就带回家喂
🙌可怜它，你就带回家帮助他
🙌你要是在野外搭流浪猫棚，
哥们你怎么不把你家搞成流浪猫棚呢？😅",,1级评论,5,9,2024-01-20 04:53:03
我゜,男,虽然但是，这和视频有啥关系？这男的领养其它人的猫拿来杀，和流浪猫有啥关系？,Bunyachenko,2级评论,6,3,2024-01-28 03:49:22
晚风苍穹,保密,没看到虐猫者虐人，倒是看到爱猫者虐人了[点赞],,1级评论,6,41,2024-01-19 15:49:03
来一罐冰镇啤酒,保密,猫狗孝子天天网上大谈特谈什么今天虐猫虐狗，明天虐人，事实却是虐猫虐狗的他们也仅仅是虐猫虐狗，而猫狗孝子为了狗却可以组团去伤害他人，,晚风苍穹,2级评论,4,26,2024-01-19 20:38:32
来一罐冰镇啤酒,保密,回复 @此人已经注销 :啊！不好意思，我不虐猫，也不虐人，虐猫只要不是虐我的猫与我无关，但是虐人我作为一个人，尊重人权是最基本做人准则，人与人共情，猫和猫共情😊,晚风苍穹,2级评论,4,12,2024-01-23 22:40:12
账号已注销,保密,虐猫的会不会虐人现在还不确定，但爱猫的会虐人现在已经确定了😋,,1级评论,0,55,2024-01-18 10:58:18
゙゙゙゚゙゚゙゚゚゙,保密,回复 @拙笔圣僧 :你这猫校子雏深也欠虐捏[星星眼],账号已注销,2级评论,4,7,2024-01-25 22:35:06
叉优埃嗯艾斯,保密,我不能同意更多,账号已注销,2级评论,5,6,2024-01-18 23:33:07
夕之鬼,保密,"问题是猎杀和虐杀是两回事吧.....好像挺多人都在有意混淆这两个词🤔
我也挺讨厌猫的，流浪猫过度繁殖，适当投药或枪杀给予人道毁灭我觉得可以，好，干净利落又痛快。
但是虐杀，呃呃，我就很不理解看生物痛苦又缓慢死去是能给你什么快感吗，你这别说是猫了放在任何一种动物身上我都觉得挺恐怖的，真不是心理变态吗我想问问😰

还有就是这种话题评论区底下有不少人真挺喜欢拿着杀流浪猫的幌子正当化自己变态心理的，如果这种的我觉得你真比人家摆拍流浪猫的伪善爱猫人士恶劣了不止十倍，真的",,1级评论,6,70,2024-01-18 09:11:18
夕之鬼,保密,顺带提一句你b站有的人发评论真挺哈人的，张口闭口血得呼啦给我整得睡不着觉，还有直接在评论区底下卖视频的，看看心理医生吧，真心建议😰😰😰,夕之鬼,2级评论,6,17,2024-01-18 09:12:35
眼睛痞痞的,男,先立法把遗弃宠物的判了，这些流浪宠物有伤人的危害，严重影响甚至危害到了生态环境，这笔账得算主人头上吧。没这些流浪宠物，他们能虐啥？不过虐杀真的很恶心，就不能一铁锹一棍子一脚下去给个痛快？杀鸡杀猪也只是一刀子放血，就算是害虫，人家还活着恨不得上满清十大酷刑，心里不会膈应吗？,夕之鬼,2级评论,6,11,2024-01-18 10:25:34
SApapp,男,给我狠狠地爱😋,,1级评论,5,3,2024-01-17 15:50:53
火凰吟舞众生,保密,爱猫人士战斗力真猛啊，网上说的爱狗人士倒是真没看到几个,,1级评论,6,21,2024-01-15 09:58:22
不怕黑了-,保密,回复 @最强猎兔神 :你疑似有点分不清大小王了，无主的猫就是畜生罢了，杀了就杀了，别发出来恶心别人就是了,火凰吟舞众生,2级评论,6,6,2024-01-23 06:03:28
下路一直叫我去-7,男,回复 @最强猎兔神 :🐱xz还是够抽象，正常人可不想和你们这种神经病一换一，还有我最喜欢啥缅因🐱了🤣🤣🤣,火凰吟舞众生,2级评论,6,4,2024-01-27 14:21:54
困头耄耋,保密,这些爱猫人士才是有心理问题的人,,1级评论,6,16,2024-01-15 02:57:33
账号已注销,保密,爱猫视频嗯啊,,1级评论,0,7,2024-01-14 17:00:03
娜娜木有米,女,弹幕一群反射会分子，建议全部死刑[七海演唱会_大笑][七海演唱会_大笑][七海演唱会_大笑][七海演唱会_大笑][七海演唱会_大笑][七海演唱会_大笑],,1级评论,5,5,2023-12-27 01:59:07
永盛蔚蓝,保密,别人在网上口嗨你就要把别人全杀了，你这不是更极端更反社会嘛，别跟我说你只是口嗨开玩笑，人家也只是口嗨开玩笑,娜娜木有米,2级评论,6,16,2024-01-07 17:28:53
Yadcblu,保密,猫当叠一样爱，人的话直接就死刑了[嗑瓜子],娜娜木有米,2级评论,6,3,2024-01-19 16:13:10
清粥已泼孙笑川,男,杀的是他亲爹吗吗,,1级评论,6,18,2023-12-24 22:01:39
黑基man牢大,男,估计是,清粥已泼孙笑川,2级评论,5,2,2024-01-02 12:13:24
来一罐冰镇啤酒,保密,回复 @锦锦r :所以说，那猫和他们无亲无故，大不了隔着屏幕骂他几句，咋还上升到真人快打了？我觉得为了几只猫而去这样做，不是亲爹胜似亲爹[喜极而泣],清粥已泼孙笑川,2级评论,4,1,2024-01-08 17:12:09
你家有啥好吃的,保密,虐待他又不违法，只违反道德。那为什么虐待猫违法道德，虐待蚊子就不算？也没人喊打？,,1级评论,6,0,2023-12-24 00:36:49
天上太阳888,男,原味板烧猫腿堡，经典麦辣猫腿堡，麦乐猫五块,,1级评论,6,2,2023-12-22 14:58:59
SANI_BROWN,保密,b友经典言论之虐小动物=xxx心理问题=xxx为来杀人犯，看似很合理。我都想笑了，你去看看b站虐老鼠视频有多火，这么没见人在下面提虐小动物的up会成为未来杀人犯呢。老鼠和流浪猫有什么本质区别？都是哺乳动物，都可以是人类的宠物，都可能对人类有危害。,,1级评论,4,13,2023-11-28 00:24:52
快乐牌刀片不快乐,保密,正常人反对的是虐待动物的行为，二猫狗孝子们反对的是虐待猫狗，只要不是虐待他们喜欢的猫狗，像虐老鼠，小鸡小鸭的他们压根连多看一眼都不看，他们关心的根本就不是虐待动物都心理如何，他们关心的只是有借口可以给自己的猫狗主子牟取其他动物享受不到的特权,SANI_BROWN,2级评论,5,2,2024-01-08 22:33:47
l评论已不存在l,保密,蟑螂我节肢动物中标准的双马尾你们天天拍分尸视频,SANI_BROWN,2级评论,5,2,2023-12-09 09:36:39
絢瀬あやせ恵美,女,生命是平等的希望以后遇到老鼠，蟑螂，蚂蚁你们也可以像爱猫一样爱他们噢[拥抱][拥抱],,1级评论,5,4,2023-10-20 14:08:46
美凌格拌啤酒,男,卫生部/农业渔业部/公安部共同发布的加强狂犬病预防控制工作通知中，第五条明确写了“凡未经疫苗，无标（记）牌的猫（犬）只一律视为野猫（犬），公安人员及人民群众均有权捕杀”这份规定现行有效。,,1级评论,5,1,2023-09-26 21:43:23
账号已注销,保密,捷克🇨🇿辣条爱猫视频,,1级评论,0,2,2023-09-25 17:56:51
溜冰五题偷滴,女,我要,账号已注销,2级评论,5,0,2023-10-05 09:15:37
库辉的顶尖,保密,鲁迅不喜欢猫，他去虐猫，这些人就就不说了。,,1级评论,4,3,2023-08-23 15:39:36
AAA恶魔五月哭但丁,男,鲁迅是有原因的，而这些人只是取乐,库辉的顶尖,2级评论,6,2,2023-09-03 11:55:49
硫化钠离子,男,鲁迅弹死了猫还是把猫吓应激了得病死了？[疑惑] 鲁迅讨厌猫有理由 而且是在伤害了他的隐鼠的前提下才虐的 和那些为了泄愤和取乐的有联系？,库辉的顶尖,2级评论,5,2,2023-08-26 20:02:29
白嫖的陆仁甲,保密,哈哈哈，评论区一部分人心底害怕喽，生怕泄露点什么[偷笑][偷笑],,1级评论,6,11,2023-08-08 09:35:56
可爱的原神高手,保密,泄露啥了，我私底下杀猫又不传播谁来抓我[呲牙],白嫖的陆仁甲,2级评论,2,2,2023-12-12 00:26:41
白嫖的陆仁甲,保密,回复 @可爱的原神高手 :没说你，你私底下爱干啥干啥，别发网上恶心大伙就行[吃瓜],白嫖的陆仁甲,2级评论,6,1,2023-12-12 22:06:50
Militech丶company,保密,"这么多人讨厌流浪猫
建议像中世纪欧洲一样把猫全杀了呢
建议全民行动起来，共建无害社会
[呲牙][doge]",,1级评论,6,1,2023-08-02 21:38:29
大魏吴王Sun10W,保密,没学过历史是这样，中世纪的欧洲没有高度城市化和合理排污系统，这才是鼠疫的关键，高度城市化比任何猫的灭鼠速度都快[吃瓜]合理有序的排污让老鼠无法与人类直接接触，自己动一下脑子想想消灭一个物种是用天敌吃光它快，还是毁灭加彻底改造他的栖息地快[吃瓜],Militech丶company,2级评论,6,3,2023-08-09 21:27:27
右十坴,男,黑死病：你好,Militech丶company,2级评论,6,0,2023-09-17 02:22:47
种花家地达瓦里氏,保密,那视频上侵犯人身自由恶意恐吓是该怎么处罚[熊非熊_呆][熊非熊_哈喽],,1级评论,5,4,2023-07-31 15:47:25
yektyyj,男,这次站辣条,,1级评论,4,6,2023-07-31 11:45:18
右十坴,男,这次站你家隔壁老王,yektyyj,2级评论,6,0,2023-09-17 02:23:25
梗系我的妹妹来自,保密,回复 @Thebutterfuck :拉黑我干嘛？叫上你吗一起来，让你也探索故乡,yektyyj,2级评论,2,0,2023-08-10 21:38:22
耗袋儿油,保密,"希望严惩六名犯罪嫌疑人，
六人的行为是有组织有预谋的，并不是激情犯罪，严重危害公共安全；六人还对其犯罪行为进行拍摄传播，造成恶劣影响。六人的犯罪行为会起到不好的示范效应，今天可以为了猫，明天就会有人用老鼠蟑螂蝗虫蚊子来当借口进行其他犯罪活动。",,1级评论,6,78,2023-07-17 07:54:54
破败王的连复段,保密,正当且高尚的哈哈哈，，，，正当且高尚的为了动物去伤害人，，，，你也是真你逆天了,耗袋儿油,2级评论,6,2,2024-02-03 10:35:33
alllljjkk,保密,"卫生部/农业渔业部/公安部共同发布的加强狂犬病预防控制工作通知中，第五条明确写了“凡未经疫苗，无标（记）牌的猫（犬）只一律视为野猫（犬），公安人员及人民群众均有权虐杀或者捕杀”这份规定现行有效。
你有权力喂猫，猫有权力杀鸟，别人也有权力杀猫。",,1级评论,3,5,2023-07-11 17:06:52
被子盖被子,保密,法律意义上对猫没有虐杀这条，但杀对于是一秒钟杀掉还是一分钟杀掉都是一样的。,alllljjkk,2级评论,6,1,2023-07-18 19:36:12
账号已注销,保密,"人家虐猫不犯法，你打人家就违法
法盲真可怕，还敢传网上，以为自己在做正义的事
殊不知比虐猫人更加不正义[OK]",,1级评论,0,24,2023-07-08 11:39:00
账号已注销,保密,"警方通报里清楚写了实施人身控制，打耳光，侮辱等行为，随便你怎么雄辩，违法了被处罚就会被处罚
反而悄悄的虐猫，欸 在北京之外，就不违法[抠鼻]",账号已注销,2级评论,0,9,2023-07-11 05:03:55
想继续二,男,回复 @丁丽格弗尓 :非法拘禁他人或者以其他方法非法剥夺他人人身自由的，处三年以下有期徒刑、拘役、管制或者剥夺政治权利。具有殴打、侮辱情节的，从重处罚。,账号已注销,2级评论,6,8,2023-07-11 10:38:18
