用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
账号已注销,保密,虽然不赞成这种做法，但是画面感真的过瘾,,1级评论,0,1,2021-10-29 14:49:48
可乐の喵,保密,我就猜杠有人杠什么虫子什么吃肉的，你就说现实中你看到身边的人虐待动物你还会不会跟他亲近呗，怕不是最好从此山高水长两不相见，没有同理心的人就是不受待见的，觉得正常的人麻烦去跟这些人交朋友吧，反正要我见到这种人绝对离得远远的生怕哪天莫名奇妙被捅两刀。,,1级评论,6,13,2021-10-29 00:49:27
贝爷的刀,男,[支持][支持][支持],,1级评论,6,3,2021-10-28 23:38:57
当爱泛起涟漪,男,[哦呼],贝爷的刀,2级评论,6,1,2021-10-29 00:07:45
天之道-六九,保密,代表小动物感谢外卖小哥，,,1级评论,4,1,2021-10-28 23:24:51
不要被吃掉啦,保密,你在现实又扮演什么角色呢,天之道-六九,2级评论,6,2,2021-10-28 23:31:15
明前之月,女,回复 @温柔与坚定 :直接把他举报拉黑就好了不用浪费打字时间，与这种人不配,天之道-六九,2级评论,6,0,2021-11-14 19:59:59
粥粥粥菌,男,可能是遇到不好的事发泄愤怒，毕竟送外卖还是很憋屈的职业。评论区怎么骂都好，还是希望不要影响到他正常生活把。,,1级评论,6,1,2021-10-28 22:53:28
丿故国人民有所思,男,不说这个事  有人关注到了 送外卖压力大吗,,1级评论,5,3,2021-10-28 21:11:07
高低不得整俩句,男,不说这个事  有人关注到了 虐待动物与压力大有关吗,丿故国人民有所思,2级评论,5,2,2021-10-28 22:51:16
-禁止套娃-,男,机器ren又开始了是吧,丿故国人民有所思,2级评论,6,1,2021-10-28 22:16:26
沸羊羊622,女,好！,,1级评论,5,0,2021-10-28 20:37:44
账号已注销,保密,看着好解气[给心心][给心心][给心心],,1级评论,0,4,2021-10-28 17:37:54
MrJones666,保密,猫猫那么可爱[给心心][给心心][给心心][给心心],账号已注销,2级评论,4,1,2021-10-28 17:51:26
高低不得整俩句,男,绝绝子呢[给心心]🤗,账号已注销,2级评论,5,0,2021-10-28 22:53:25
热烈却孤独01,保密,我宁可杀人也不伤害动物,,1级评论,5,1,2021-10-28 16:40:13
我是对面的额,保密,合理的杀可以，但不能虐杀（指动物）,热烈却孤独01,2级评论,5,1,2021-10-28 17:14:41
掠水989,保密,？？？,热烈却孤独01,2级评论,5,0,2021-10-28 17:13:44
_箴言__,保密,现在什么样的东西都能称为人了吗,,1级评论,6,0,2021-10-28 13:50:19
猫薪王,保密,又是广东[吃瓜],,1级评论,6,0,2021-10-28 08:12:15
我是对面的额,保密,禁止地域黑,猫薪王,2级评论,5,1,2021-10-28 17:19:11
祝大家大赚顺,保密,这男的会活的比猫痛苦,,1级评论,6,1,2021-10-28 05:42:47
基里曼驰援泰拉,男,宠物猫就是他的不对流浪猫的话那就没事了,,1级评论,6,1,2021-10-28 01:52:49
LKTaeyeonss,保密,什么叫流浪猫就没事了？你和这个人一样吧，都喜欢欺负弱者，漠视生命？觉得宠物猫有事是怕宠物主人吧，都是吃软怕硬思想扭曲的loser罢了,基里曼驰援泰拉,2级评论,6,6,2021-10-28 03:45:36
花猫Ray,男,你fm(fumu)没了，也没事了,基里曼驰援泰拉,2级评论,5,4,2021-10-28 09:42:26
账号已注销,保密,没用的这种事又不犯法他只会再干,,1级评论,0,0,2021-10-28 00:54:43
双葉な,男,如果我有时间和钱，我愿意把他打进医院再自首[OK],,1级评论,6,0,2021-10-28 00:33:58
蓝色缝合咸鱼,男,弱者指向更弱者,,1级评论,6,0,2021-10-28 00:29:58
魅惑马超,男,这么可爱的一只猫猫…妈的人渣,,1级评论,5,1,2021-10-27 23:59:20
千早爱顺音,保密,好经典的评论区啊🤗🤗大伙别管虐猫了，管管虐人的行吗？这不遍地都是吗？🥰,,1级评论,6,1,2021-10-27 23:58:25
童不变,保密,在虐猫的视频底下强行发散还带表情yygq什么性质你心里应该也清楚。我只能建议你多看嘉然多看动漫少看新闻捏，因为你除了发泄情绪yygq啥都不会做捏。[给心心],千早爱顺音,2级评论,6,2,2021-10-28 01:12:21
是打更人呐,男,我希望你平时除了阴阳以外有付诸行动在管[保佑],千早爱顺音,2级评论,6,0,2021-10-28 17:59:53
白铁的机械小螃蟹,女,其实很多人恐慌的是一些变态杀人犯他们被抓时的笔录就是‘经常会虐杀猫咪，因为猫咪和人类小孩叫声很相似，会产生快感，而且手感毛茸茸的‘一个正常的人看到狗或者猫这种动物第一反应不是无视害怕或者厌恶，而是第一反应考虑怎么肢解和用残忍手段虐杀的时候这就已经是变态了，重点不在于对象，而在于他内心很不正常，如果控制不住，就像xd一样，会上瘾，会转变目标，当动物不能满足他们的需求的时候，大街上更长见的小孩估计会变成他们的目标，我被狗咬过我可以害怕狗可以讨厌狗，但他在我面前虐杀过一个生命，我为什么不能害怕他把刀口对向我？我害怕的不是他虐待动物，而是‘他喜欢虐待‘这一情况,,1级评论,6,13,2021-10-27 23:10:29
青豆砸,保密,我曾经亲眼见过几个小孩子用碎玻璃虐杀小动物，这种情况如果老师、家人不加以引导，长大后很有可能滋生反社会人格,白铁的机械小螃蟹,2级评论,5,3,2024-03-05 19:20:04
达古多雷亚姆,男,不好意思，我只尊重人类的生命，因为我吃肉,,1级评论,6,0,2021-10-27 22:33:39
欧內的手,男,山本?[疑惑],达古多雷亚姆,2级评论,5,1,2021-10-27 23:52:31
达古多雷亚姆,男,不好意思，我只尊重人类的生命，因为我吃肉,,1级评论,6,0,2021-10-27 22:33:39
欧內的手,男,山本?[疑惑],达古多雷亚姆,2级评论,5,1,2021-10-27 23:52:31
假面鸟哥,男,视频里就是杀猫，谈不上虐杀，他摔打猛踩的目的就是让猫赶快死，只能说这人无故杀死一只猫体现他的性格凶暴，还谈不上变态，那些虐猫女慢慢把小猫折磨死才是虐杀，是真正的变态！,,1级评论,6,2,2021-10-27 22:16:04
欧內的手,男,这人也不是什么好东西[原神_喝茶],假面鸟哥,2级评论,5,0,2021-10-27 23:57:40
猛男的自我修养i,男,有道理,假面鸟哥,2级评论,6,0,2021-10-27 22:52:49
再试n次,女,https://b23.tv/BV1Q4411V71M 请看完再说话,,1级评论,5,2,2021-10-27 21:02:32
拾玖的jiojio家,保密,希望这个人哪一天也被这样摔死[OK],,1级评论,5,4,2021-10-27 20:48:46
四海千山皆供伏,保密,应该训练猎犬或者用毒，引入点水巨蜥也是好的。水巨蜥捕食家猫BV1Wh411Y7QB,,1级评论,3,0,2021-10-27 20:47:42
史上第一苟,男,人的价值是远远高于猫狗的，我们首先要关心的是此人的心里状态问题和怎么帮助他恢复正常。而不是批评与指责。最好让他通过大家的教育和鼓励，再次成为一个健康的人。,,1级评论,6,95,2021-10-27 18:19:30
云自无心我自闲,男,"人的价值观是人赋予的，但人和人也是不同的，所以我和你的看法有一点点出入。人的价值高于猫狗，我赞同，但这种克制不住内心情绪，会发泄在无辜动物身上的“人”，我不认同他作为我的同胞，所以从他动手的那一刻起，我的价值观里，他已经不算人了，所以他这个个体的价值将不在高于动物，且由于此恶行，在我这里观感无限低。
简单来说这个人和一只普通的猫狗等动物必须要死一个的话，我觉得还是这个家伙死了比较好。",史上第一苟,2级评论,5,59,2021-10-27 23:18:06
某红色通行魔,保密,"但其实他怎么样并不关我事
并不是所有人都认为人的价值高于猫狗的
我只关心他后来会不会害人",史上第一苟,2级评论,6,32,2021-10-27 21:22:15
do_misaka10032,保密,动物说白了也就是人的附属财产而已，与其去谩骂外卖员行为的不道德，不如去关心一下他产生这个行为的原因，毕竟一个是法律上的物而另一个是法律上的真正的人，不管是压力大还是精神偏激，作为由人组成的社会都应该对个体的人提供合理的帮助，工作原因就去改善工作环境和工作制度，精神疾病就给予必要的心理疏导和药物治疗，而不是因为这个行为对公司品牌造成负面影响就开除息事，反而应该在工作中帮助他树立更完善的人格。,,1级评论,6,1,2021-10-27 14:33:30
雲已飞花,男,你可真是个大善人啊，不论他有什么原因，这是他虐杀动物的理由么？,do_misaka10032,2级评论,6,5,2021-10-27 14:37:28
莲尚清,男,那说白了不还是他不道德吗？肆意的把情绪发泄在其他生命上面，很难想象这个人渣以后会不会把这种情绪发泄到人上面,do_misaka10032,2级评论,3,3,2021-10-27 15:09:01
_花鳥风月_,保密,和社会问题没关系，单纯的“踢猫效应”。弱者总是会向更弱者下手，全世界都是这样，从古至今也都是这样。上司霸凌下属，下属继续向下霸凌，发泄链的末端基本上是动物。人是很擅长给自己找出口的，这是从古至今，全世界都解决不了的问题，也是一种正常的现象。积累了情绪肯定会找出口，所有人都是一样，就像是看完了这个视频，很多人会指责摔猫的人，指责这也是一种正常现象。国家为什么不立法保护猫，自然是有道理的。,,1级评论,6,3,2021-10-27 13:30:36
老南瓜瓜瓜,女,正常现象可还行？正常人踢猫效应也不会把猫杀了吧[捂脸],_花鳥风月_,2级评论,6,4,2021-10-27 13:33:59
布织锁措,男,干了就是干了，没什么好洗的，这男的刚刚自己还解释都是因为这个小猫把他挠了一个大口子。我笑了。,_花鳥风月_,2级评论,5,2,2021-10-27 22:54:03
网恋d我,男,杀只猫搁着叽叽歪歪的，有本事早is对线去,,1级评论,6,0,2021-10-27 11:22:53
坂田尼泊尔,保密,不就一条猫嘛，假如是别人的宠物，那是不应该。假如是流浪猫，反而为城市做贡献,,1级评论,6,3,2021-10-27 10:44:25
布织锁措,男,是不是你干的你就说吧，做贡献也不是这么做吧，你的思想也多少有点问题吧[给心心][给心心],坂田尼泊尔,2级评论,5,6,2021-10-27 11:08:49
布织锁措,男,回复 @风中白玫瑰 :这样的评论还多了去了，特别是按时间排序找着找着就有一些,坂田尼泊尔,2级评论,5,2,2021-10-27 15:10:43
魔镜啊魔镜啊魔镜啊,保密,这类似的事我干过[吃瓜]  还记得那是坐在公园石凳上吃皮皮虾  不知道哪窜出来的猫直接翻我袋子里的   我抓起来就扔出去,,1级评论,6,0,2021-10-27 10:31:57
清寒ゞ,保密,？？？,魔镜啊魔镜啊魔镜啊,2级评论,6,1,2021-10-27 10:36:04
右十坴,男,你这个是正常的，我平时对我家猫也是这样,魔镜啊魔镜啊魔镜啊,2级评论,6,0,2021-11-12 22:53:00
风尘落叶雨声烦c,保密,还好,,1级评论,6,0,2021-10-27 10:25:02
弗阿弗,保密,我昨天看了完全受不了，晚上没睡好觉，今天回想起来心脏突突的跳，回想到视频里的画面就完全受不了，哭出来也不管用，因为这种人渣不会因为虐死一只小猫受到啥影响，我希望虐杀小动物的，虐杀人的都能体会一下他的犯罪过程，但是做不到，就很难受，一口气发不出来，憋着很难受很难受很难受。感觉我需要看看心理医生,,1级评论,6,20,2021-10-27 10:14:27
未解烟雨楼,保密,他已经受到惩罚了，小猫咪会为你的同情而感谢你的,弗阿弗,2级评论,5,3,2021-10-30 12:34:19
益明先生,保密,揉揉头,弗阿弗,2级评论,5,1,2021-10-28 14:02:15
粉红菟,保密,如果是流浪猫无所谓,,1级评论,5,3,2021-10-27 09:45:23
墨西拿伯爵,男,如果是你 无所谓,粉红菟,2级评论,6,4,2021-10-27 13:16:50
漠璃依,女,回复 @沈澄_ :说他是人有点抬举他了[来古-沉思],粉红菟,2级评论,6,2,2021-10-28 01:49:13
阿锦嗯呐,保密,希望这个人可以被网暴，让他得到应有的报应[tv_发怒],,1级评论,5,4,2021-10-27 09:27:28
Aries_大可,男,[囧]…………[无语]………[捂脸]…………[阴险],,1级评论,6,4,2021-10-27 09:18:58
向往云霄233,保密,看我干嘛，继续往下翻啊[doge],,1级评论,6,7,2021-10-27 09:06:50
WeyJimft围巾君,男,很少有猫猫会主动上去跟人接触了，这人真是....,,1级评论,6,32,2021-10-27 08:49:19
万能冲plus,保密,这么大一个平台却为一只猫发声,,1级评论,6,31,2021-10-27 07:47:58
泰拉大陆魔怔人,保密,那为你这个虐猫的发声？,万能冲plus,2级评论,3,20,2021-10-27 07:55:48
军藕男,男,"这帮人都看不懂层主的意思。果然是失智。
层主是想说，为人发声的视频很容易就没了，为猫发声的视频才能发出来，细细品。",万能冲plus,2级评论,5,13,2021-10-28 16:53:23
布拉圣人,保密,流浪猫啥时能集中扑杀掩埋啊 传播疫情,,1级评论,6,7,2021-10-27 07:37:42
牛马分析人,保密,确实该集中扑杀，流浪猫对鸟危害太大了,布拉圣人,2级评论,6,3,2021-10-27 09:42:08
烁惑若骆漠,保密,丹麦捕杀所有水貂的时候没见猫子猫孙们出来说一句话,布拉圣人,2级评论,6,2,2021-10-27 09:07:40
虚华,保密,然而b站各种虐杀蟑螂老鼠的视频，评论弹幕不都是叫好的吗？就因为猫狗更亲人更可爱所以就该保护么。。比起对于生态的破坏，老鼠怕是难以望其项背了吧，流浪猫一年捕杀的鸟类数十亿计，小型哺乳动物更是数倍于鸟类，而且养过猫的都知道，猫捕猎并不是为了吃，就是喜欢玩弄猎物，杀着玩，只要有捕杀机会它们就会一直猎杀。所以对于流浪猫狗，就希望都不要去喂食，你不忍心的就请带回家去，别每天喂一喂满足自己虚假的爱心。我们小区也有了流浪猫，本来就一两只，就因为有人喜欢喂，越聚越多，我家里还有自己猫不吃的几袋猫粮，我是拿去扔掉也不会喂流浪猫的。。,,1级评论,6,21,2021-10-27 04:50:02
红白巫女-RedMan,保密,所以你觉得，把自己家里的蟑螂和老鼠进行残害和对家外野猫进行虐杀是同一种行为？不会有正常人特么去大街上专门找老鼠和蟑螂去虐杀好嘛？,虚华,2级评论,6,35,2021-10-27 06:46:50
vvdouzai,男,你误会了一件事 人类爱的是自己不是动物 爱动物只不过是从中可以得到情感上的反馈通俗说就是自我感动 你会爱老鼠和蟑螂么,虚华,2级评论,6,21,2021-10-27 06:57:26
付XS,女,猫确实很痛苦，但大人们有空看下被捅的司机吗[跪了],,1级评论,6,1,2021-10-27 03:10:15
爆爆酱有拖延症,保密,这种人肯定是控制不好情绪，有暴力倾向还欺软怕硬的，最后就把积累的愤怒都发泄他能欺负的对象上，这种人要远离。,,1级评论,6,2,2021-10-27 02:50:30
混分的拌饭酱,保密,https://b23.tv/BV1Gf4y1H71C 他只是做了自己该做的事,,1级评论,5,1,2021-10-27 02:07:38
丿dang暗杀,保密,回复 @kankeli1986 :【2019届华南农业大学动画毕业设计《正义使者》-哔哩哔哩】https://b23.tv/PxymXn,混分的拌饭酱,2级评论,6,0,2021-11-12 18:35:46
风中白玫瑰,女,回复 @kankeli1986 :这种事情跟想法有问题的人说不清楚的，讲不明白,混分的拌饭酱,2级评论,5,0,2021-10-27 13:00:31
不屈小可爱,女,虐猫确实恶心 这个人如果要受到惩罚也是因为他恶心到人了才被惩罚  动保的圣母们别乱叫 猫没有任何权利,,1级评论,6,3,2021-10-27 02:08:22
媛方的你,保密,我有罪，我今天吃鱼了。鱼，对不起。,,1级评论,5,6,2021-10-27 02:03:05
李茂贞IuI,女,宠物和食物能区分呢，不能重上大班,媛方的你,2级评论,6,2,2021-10-27 02:10:33
bili_494309018,女,上过学吗，吃和虐是有区别的[辣眼睛],媛方的你,2级评论,5,1,2021-10-28 10:44:15
卡达V烬,男,就这？,,1级评论,6,0,2021-10-27 01:55:45
小yuan328,男,为啥我感觉有点爽,,1级评论,6,5,2021-10-27 01:32:37
你肯定是个魔鬼,男,因为你心理变态,小yuan328,2级评论,6,9,2021-10-27 01:53:18
未解烟雨楼,保密,去看看心理医生吧，我是真的为你好，你真的有可能存在精神上的问题，早点看一下  别以后酿成大错,小yuan328,2级评论,5,2,2021-10-30 12:44:31
谁能不喜欢小猫咪呢,保密,我有点不是很理解哎，底下评论居然还有跟这个人共情的，这是怎么做到的？？？,,1级评论,6,27,2021-10-27 00:57:18
元宝与鼠标,保密,虐猫虐狗都有不小的群体，人口基数太大了。,谁能不喜欢小猫咪呢,2级评论,6,1,2021-10-29 05:04:49
奶音敦敦小甜旻,保密,这人典型的心理变态，通过各种手段引诱亲近目标，待目标放松警惕后找准机会连续狠下毒手，摔很大程度是泄愤，通过虐待摔打弱小的目标去发泄情绪，后用脚踩着实是体现了他恃强凌弱，欺负弱小，不具备同情共情心理，极度冷漠无情，这种行为很多都是因为在社会上地位不高，通过打压弱小来体现自己的强大，突显自我强势意志的表现。先开始是虐待杀害小动物，如果不进行心理干预很可能之后的行为会进行强化与升级，虽说不一定会到杀人那一步但是相对具有同情心和共情能力的普通人来说，他这种人的犯罪几率相对而言是很大的。,,1级评论,6,48,2021-10-27 00:49:21
爷的糖醋排骨呢,男,这么说来，我觉得心理咨询师也是高危职业了，要给这种变态做心理干预,奶音敦敦小甜旻,2级评论,6,3,2021-10-31 22:50:27
耕地的犀牛,保密,说实话，我也讨厌猫狗。小时候被狗追过，被猫抓过。至今仍有阴影，现在看到猫狗近前，我都会把它们吓跑。但我从来不会去伤害它们，看到这视频，真有想把这家伙摔一顿的冲动！,,1级评论,5,21,2021-10-27 00:38:14
在下一穷,女,我也不喜欢狗，小时候我从一家人门前经过，那家人真的特别讨厌，狗多不关门还不拴着也不管着，然后我就从那条街过，那群狗就一直狂叫，还往我这里冲，我小时候脾气特别爆，我直接把那狗踹了，然后被咬了，要打狂犬疫苗，那家人还说是我我就是个熊孩子，要不是我先踹它家狗它家狗怎么会咬我，属实恶心，打哪之后就特别讨厌狗，但我也就是讨厌，根本不会无缘无故去打狗狗，视频里这个人真的，强烈不适[阴险][辣眼睛],耕地的犀牛,2级评论,5,0,2021-10-31 10:30:28
虾姐今天放假了ma,男,凲恴皫綡，㜀醃，躼纃x3煰㼋夅讋卬笴朤，卨朤䎿遞，䪏㧟葚䪿，泷，鋴㦼，妎妎妎！,,1级评论,6,0,2021-10-27 00:28:36
扎球王煲汤,保密,杀鸡杀牛的时候，不光抽搐，血还会哗哗的留下来,,1级评论,6,10,2021-10-27 00:10:51
随风飘荡yo,保密,这不是基本的生理需求?,扎球王煲汤,2级评论,6,5,2021-10-27 00:58:25
与邪coa,保密,目的不同，性质不同，不能一概而论,扎球王煲汤,2级评论,6,3,2021-10-27 00:20:05
画水々陵园,男,"未经他人苦,莫劝他人善",,1级评论,6,1,2021-10-26 23:59:32
账号已注销,保密,合着世上比它惨的人就不存在爱心了[tv_疑问],画水々陵园,2级评论,0,2,2021-10-27 06:27:16
喾央,男,哈哈，想法太美好了，你看到大家想劝善了吗？大部分评论不想劝他善，只想让他人道毁灭。整这些不合时宜的共情。,画水々陵园,2级评论,6,1,2021-10-27 06:12:44
SenZG,男,不禁他人苦，莫劝他人善。没有知道所有前因后果前我一般不会作出评论,,1级评论,5,1,2021-10-26 23:57:23
奶音敦敦小甜旻,保密,我不相信一直小猫咪能对他造成多大的苦痛,SenZG,2级评论,6,4,2021-10-27 00:54:01
TeamOneTesla,男,这可不是你做坏事的借口哦，你有你的苦衷，要用正当的手段去实现，这可是基本的素质。,SenZG,2级评论,6,3,2021-10-27 01:33:37
长江ntr亚瑟,男,看完视频我觉那猫可怜，那人有病，看完评论区后就无所谓了[tv_无奈],,1级评论,6,0,2021-10-26 23:45:34
永远的2233娘,男,你看到了什么？我看到的评论大多些正常的,长江ntr亚瑟,2级评论,6,0,2021-10-27 01:59:50
鲁铎象征单推人,保密,那么有上头尊重欧先生吗🤗,,1级评论,6,10,2021-10-26 23:37:34
永远的2233娘,男,？你想表达什么意思？,鲁铎象征单推人,2级评论,6,2,2021-10-27 02:01:43
bluesky小天,男,希望病魔能早日战胜这个人的一家,,1级评论,6,0,2021-10-26 23:23:29
梦幻水母,保密,他家人有何错?爱猫爱魔怔了？我希望病魔早日找上并战胜你。,bluesky小天,2级评论,5,2,2021-10-27 01:49:00
爱养鱼做模型的嘿嘿嘿,保密,"我想说点东西无奈大家都很关心，没楼给我，所以借个楼
我看到这个事想起一句话叫可恨之人比有可怜之处（我不是说他这么做是对的），我不禁幻想那个人是自己，我在灯红酒绿的世界生活，这个世界却不给我一点光亮，我是一个送餐晚一分钟被差评却还要说向他说要不要扔个垃圾的外卖员，我出来走在街上，从口袋里拿出吃的，却看到像我一样的一只猫，我试图关怀它，但它却让我想起我自己，明天出卖自己的人格为了吃饱，我很痛恨自己，进而痛恨它，我将它重重的摔在地上，就像把自己摔在地上，直到它死了，我也跟着它消失，我仿佛做对了什么，又做错了什么，但是我依然要活下去
以上是我的联想，一个外卖小哥的经历，照应他，我不禁反观这个公司，仅仅把他开除就行了吗，我们不应该看看深层次的原因吗，是什么让他这样，我们不应该负责到底吗，今天他杀死一只猫，明天如果他摔死的是一个婴儿呢，你们把他开除，让他无法活在这个世界，他会不会用自己来复仇这个社会，我觉得这样也不符合人道主义吧，我感觉在处分他的同时，这个公司是不是该对他和所有外卖员进行梳理呢，让他明白自己行为的错误，而不是让他社死，被社会抛弃。（我看到他的脸上没大码，虽然看不清）
而我看到这是中央新闻更让我失望，开头就他被开除，我愿意看到的是他在媒体的帮助下，认识到自己的错误，而我更想看到的是这个事件背后给人们的惊醒，所以我每次都会在家门口放一包水，给那些需要的人，同时我也希望大家善待外卖员，善待小动物，善待这个美丽的世界，谢谢大家看到这。",,1级评论,5,13,2021-10-26 23:18:35
永远的2233娘,男,回复 @Caray_ :压力大，但不代表发泄方式，只有这一种，这种残害生命的方式，并不健康，反而会增加更多的压力，并且导致心理扭曲,爱养鱼做模型的嘿嘿嘿,2级评论,6,7,2021-10-27 02:12:10
永远的2233娘,男,你这没仔细看视频啊，你看他的手法如此熟练，肯定是个惯犯，而且压力太大也不是你干这事的理由，而且这行为来看，妥妥的暴力倾向，暴力倾向并不是突然间就有的，公司是没办法解决这方面的，所以不能从你想象的方面来看待这件事情,爱养鱼做模型的嘿嘿嘿,2级评论,6,6,2021-10-27 02:10:59
冬雪の奇跡,保密,"“今天可以因为打死一只野猫处罚骑手，明天就可以因为打死只老鼠处罚骑手，后天甚至可以因为打死蟑螂蚊子处罚骑手。”
“今天虐待动物，明天可能就去杀人。”
两句话是一个逻辑[大笑]",,1级评论,5,13,2021-10-26 23:12:41
遵妮获加,保密,你的想法很可惜，逻辑并不一样，前者不具备盖然性，而后者具备。,冬雪の奇跡,2级评论,6,11,2021-10-26 23:59:25
口里不哈我,女,那你有没有想过，为什么大家看了这个视频都会感到不适[OK],冬雪の奇跡,2级评论,6,7,2021-10-27 00:46:50
-稍纵即逝,保密,我们语文老师和我们说过，这种人其实心里极度自卑，生活中的不尽人意全部都撒在了小猫小狗或是小孩等弱势群体，如果让他冲进高中理科班，十个人里挑不出几个女生，谁能走出来还不一定呢，然后就是对生命的最起码的敬畏之心，看到小猫抽搐实在于心不忍。虐杀动物实在是变态行为。,,1级评论,6,2,2021-10-26 23:09:18
顾小蓝,男,看到地址是广东的我就不觉得意外了,,1级评论,5,2,2021-10-26 23:08:56
Dilophosaurus,保密,这人做的不对归不对，別地域黑啊[辣眼睛],顾小蓝,2级评论,5,2,2021-10-27 00:02:55
账号已注销,保密,回复 @Dilophosaurus :确实 地狱嗨不可取,顾小蓝,2级评论,0,1,2021-10-27 06:43:11
熙然D,保密,换成老鼠 点赞过万,,1级评论,5,30,2021-10-26 23:07:44
叶叶酱汁,女,虽然我很喜欢猫猫狗狗，但我很不解，为什么虐狗的视频总有人说大快人心，顺带嘲讽爱狗人士，爱猫人士却捧上神坛，同样是陪伴性宠物，待遇却截然不同[喜极而泣],熙然D,2级评论,6,8,2021-10-27 01:44:39
纱媚,保密,敢摸过街老鼠也是勇气十足了,熙然D,2级评论,6,8,2021-10-27 01:15:18
合盒喝呵,男,我是个冲动的人看到这视频时我已经拳头硬了，牙齿磨的吱吱作响。这种人真让我碰到我会直接上去不知死活的打,,1级评论,6,1,2021-10-26 23:06:22
luek,男,货拉拉司机被判刑的时候不见你，这时候到是出来了。怎么越来越感觉你有一股子NGO的味儿啊,,1级评论,6,5,2021-10-26 23:03:48
Norico,男,不是，这都怎么从这个b虐猫得出以后一定会杀人的，真就臆想犯罪“莫须有”呗[吃瓜],,1级评论,6,10,2021-10-26 23:01:40
飞天意面丶,男,其他的都不提，就说如果这种人在你生活在你的周围做你的同事或者邻居，你会有什么感觉? 概念要搞清楚，这罪名不叫准杀人犯，而是叫社会不稳定因素,Norico,2级评论,6,8,2021-10-27 15:10:02
永远的2233娘,男,除非你和视频中这个人是同一的人，要不然你不可能感受不到他的暴力倾向,Norico,2级评论,6,8,2021-10-27 02:30:47
汤汤圆不是汤圆圆,女,我也想把这个人的手指甲一根根的拔出来，然后让他喝一杯硫酸[生气],,1级评论,6,3,2021-10-26 22:48:01
账号已注销,保密,同情心在人身上都不够用了，一只猫真没啥值得同情的[OK],,1级评论,0,10,2021-10-26 22:48:21
老变骆某态,男,不差同情心，不论喜欢猫还是讨厌猫，都应该停止虐杀的行为，对弱小生命的同情，说小了是健康人格塑造，说大了就是社会文明体现，这是现在小孩子都懂得道理，别和我说你不懂,账号已注销,2级评论,6,14,2021-10-26 23:01:22
鸾风-Mint,保密,回复 @只有莫妮卡可以吗 :又知道了，世界上没好人是吧是吧,账号已注销,2级评论,5,10,2021-10-26 22:49:42
芙萝o,保密,可惜我没遇到这种人，不然也想让他品藏下痛苦。,,1级评论,6,0,2021-10-26 22:42:49
张好焕,保密,犯法的事不干，有后果进警局的事不干，尽量让他往生就行了,芙萝o,2级评论,6,0,2021-10-26 22:44:10
千载萤,保密,果然把猫摔一下都比一个网约车女人捅伤一个司机热度高[藏狐],,1级评论,5,16,2021-10-26 22:39:13
账号已注销,保密,又开始了,千载萤,2级评论,0,7,2021-10-26 22:52:59
老变骆某态,男,好家伙，全给你整明白了是吗，这和热度没关系，每一个都是应当被制止的,千载萤,2级评论,6,6,2021-10-26 23:05:01
少管我92999,女,这种人渣 建议相关部分查出他是谁 然后把他这种丧心病狂的行为永远登记在他的征信记录上 不然的话。。。以后它说不定还会做更丧心病狂的事儿,,1级评论,5,2,2021-10-26 21:34:29
前一个号忘记密码了,保密,"不是给这个人辩解，但还是想说一句，流浪猫也会虐杀其他动物，如小鸟什么的。除了人以外，猫可能是唯一一种不以果腹而是为了玩而虐杀其他动物的动物。

所以，如果你真的有爱心，请在投喂流浪猫的时候，带它去绝育。如果不能做到，请不要投喂。",,1级评论,5,81,2021-10-26 21:30:19
致敬全部单推人,保密,一个是猫，一个是人，能比吗[藏狐],前一个号忘记密码了,2级评论,6,27,2021-10-26 21:33:23
安乐呦,男,好家伙后半段说的还行，但是前半段是什么理论，你把自己跟猫放到一档？,前一个号忘记密码了,2级评论,5,11,2021-10-26 22:22:13
昆虫学家C,男,b呼用户[支持],,1级评论,6,0,2021-10-26 21:18:51
喝茶的寒桐,男,虐猫比虐人的影响还大。[热词系列_爱了爱了],,1级评论,6,5,2021-10-26 20:59:31
未解烟雨楼,保密,拜托，他虐人就被逮捕了好吧！怎么可能会发视频呢？,喝茶的寒桐,2级评论,5,0,2021-10-30 12:42:55
圙鬰壨,男,回复 @跑堂小柒 :人被社会虐不也是虐[藏狐][藏狐],喝茶的寒桐,2级评论,5,0,2021-10-28 13:07:42
百萬恒星之力,保密,因为大多数人就是对同类漠视啊[OK]，这里有一批人喜欢猫所以猫命贵，陌生的同类死了对于他算个几把，还有一批人给自己加个善良有爱心的标签跑来装模作样的评论。估计跟“他们失去的只是生命”是一群人,,1级评论,6,25,2021-10-26 20:49:53
神圣小三拳,保密,喜欢猫的人至少经常为猫做点事，你这么喜欢人怎样不见你为人类做点什么？,百萬恒星之力,2级评论,6,15,2021-10-26 23:01:42
